predicted_target,prob_computer,prob_forsale,prob_recreation,prob_religion,prob_science,original_text,original_target,target,n_tokens,string_size,timestamp
science,0.2530108351095081,0.0979023563465476,0.1472305089103381,0.1014888556217599,0.400367444011846,jamiller@kuhub.cc.ukans.edu James Miller,misc.forsale,forsale,3,40,1713469699146
computer,0.9468843269734082,0.0170057904367565,0.0144900024582713,0.0039349501709192,0.0176849299606447,"I am using a 8507 IBM monitor (19"" greysale) with a Trident (1MB) card.  The screen looks great (Windows) at 640x480 but total shit at 1024x768. There are lots of lines and the image is sorta blurry.  Is there anything I can do.  Do you think it is the monitor?  I know that it is Interlaced at that res but still.  thanks for the help",comp.sys.ibm.pc.hardware,computer,70,335,1713469958494
recreation,0.0384211624983457,0.0528280754697372,0.7768538007108354,0.0164442932044075,0.115452668116674,"[...deleta...]  Heavy for a beginner bike it is; 415 pounds it isn't, except maybe in some adman's dream.  With a full tank, it's in the area of 550 lbs, depending on year etc.   The 1980 and '81 versions had a much better seat, IMO.   My regulator lasted over 100,000 miles, and didn't overcharge the battery. The wiring connectors in the charging path did get toasty though, tending to melt their insulation.  I suspect they were underspecified; it didn't help that they were well removed from cool air.  Battery access on the earlier bikes doesn't require tank removal. After you learn the drill, it's pretty straightforward.  [...]  Having bought replacement parts for several brands of motorcycles, I'll offer a grain of salt to be taken with Dale's assessment.  [...]",rec.motorcycles,recreation,139,773,1713470217843
religion,0.0105304404632244,0.0076785540583581,0.0438952270029838,0.8781326627367921,0.0597631157386413,"No, I say religious law applies to those who are categorized as belonging to the religion when event being judged applies. This prevents situations in which someone is a member of a religion who, when charged, claims that he/she was _not_ a member of the religion so they are free to go on as if nothing had happened.",alt.atheism,religion,58,317,1713470477191
religion,0.0173660388920175,0.0169010832601547,0.1569564624840108,0.7359282058749638,0.0728482094888529,"<much drivel deleted> <more drivel deleted> A Laugh?  Tony, this religeous bigot scares the shit out of me, and that any one bothers to listen to him causes me to have grave doubts about the future of just about anything.  Shades of the Branch Davidians, Jim Jones, and Charlie Manson.  --Uncle Wolf --Member Highland Lodge 748 F&AM (Grand Lodge of California) --Babtized a Southern Babtist --And one who has beliefs beyond the teachings of either.",talk.religion.misc,religion,78,448,1713470736539
recreation,0.0669852772150582,0.1683701710403499,0.6860563722686419,0.0154262561735325,0.0631619233024173,"1987 ARIENS RIDING LAWN MOWER  	This mower is in perfect condition and 	contains the following features:  	- Electric Start 	- 26 inch cut 	- Double Rear Baggers 	- New Battery 	- New Engine (one year old) 	- Inflatable Tires (gives nice ride) 	- Cushioned Seat (gives nice ride)  	I am moving into a house that has a 	small area of grass to cut and does not 	require such large mower. The engine was 	replaced, not rebuilt, last year due to 	some faulty work done by a lawn mower 	repair shop.",misc.forsale,forsale,93,494,1713470995887
computer,0.934972220048213,0.0138687325359685,0.0245586647190308,0.0066627652204581,0.0199376174763294,"The latest driver release is 59 and can be found at ftp.cica.indiana.edu in the pub/pc/win3/... directory structure as pro59.zip.  I checked with ATI's BBS last nite and there were no releases past 59.  We have the ATI Local Bus card and I noticed that I get garbage around the edges of a window when I move it.  Has anybody else noticed this also?  Tom. ------------------------------------------------------------------------------- Thomas B. Fisk          +----------------------------+  Internet: fisk@mayo.edu Mayo Clinic             |   If you don't know where  |  Voice: (507) 255-4341 200 First Street SW     |  you're going you'll never |  FAX: (507) 255-5484 Mail Stop 2D-337 STM    |         get there.         | Rochester, MN  55905    +----------------------------+",comp.os.ms-windows.misc,computer,167,778,1713471255235
science,0.3415035872606152,0.0474375007506251,0.0538363081237904,0.0212654325042311,0.5359571713607381,"I've had very good results from the SSM2016 from PMI (part of Analogue Devices). They have also now introduced the SSM2017 which looks good on paper, but which I haven't tried yet.  Christopher",sci.electronics,science,34,193,1713471514584
recreation,0.0242096284034964,0.0160291509856862,0.8590131607068333,0.0313620808907163,0.0693859790132674,"Press conference at 1PM ...   Interestingly, Keenan's co-coach (or is it his ""Number One""?) on Team Canada at the World Championships is Roger Neilsen.    It'd be interesting if the Rangers call in the balance of Neilsen's contract to be Keenan's assistant ...  Roger did do a very good job with the mediocre players, just as he handled the Cinderella Canucks of 10 years ago ... but his mistake was playing the Rangers like those Canucks last May ...  gld",rec.sport.hockey,recreation,86,456,1713471773932
science,0.2615869479970309,0.0353192364721774,0.0686803617586485,0.2559456940577515,0.3784677597143915,": Well, :  : 42 is 101010 binary, and who would forget that its the : answer to the Question of ""Life, the Universe, and Everything else."" : That is to quote Douglas Adams in a round about way. :  : Of course the Question has not yet been discovered... ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ But it WAS discovered (sort of).  The question was ""What is 7 times 8?"" When Arthur Dent objected that this was, unfortunately, factually inaccurate, the effort to discover the question was begun all over. This last effort was, I believe, likely to take far longer than the lifespan of the universe, in fact several lifespans of same! -- ------------------------------------------------------------------------------- Mark Wilson, Online Computer Systems.  1-800-922-9204 or 1-301-601-2215 (Try email address mark@ocsmd.ocs.com....) This file .disclaims everything signed with my .signature, I .mean it!",comp.graphics,computer,137,913,1713472033280
recreation,0.0812098183817312,0.0785111719846686,0.6962052072559204,0.0268037592471351,0.1172700431305445,"I bought my Moto Guzzi from a Univ of Va grad student in Charlottesville last spring.  	     Mark Cervi, cervi@oasys.dt.navy.mil, (w) 410-267-2147 		 DoD #0603  MGNOC #12998  '87 Moto Guzzi SP-II       ""What kinda bikes that?"" A Moto Guzzi. ""What's that?"" Its Italian.",rec.motorcycles,recreation,55,268,1713472292628
computer,0.7797971302383321,0.0737092386503603,0.0519295510925716,0.0202112456621159,0.0743528343566198,"Sorry if this has been beaten to death on this forum.  I am looking seriously at buying a 486 DX / 33 from Gateway. I will probably buy it without a monitor, as I've heard negative stuff about Gateway monitors.  I've also heard its tough to get through to technical support.  I'm seeking opinions on whether or not its wise to go ahead based on criteria such as price, warranty service, general ruggedness of the system, reliability of the machine and of Gateway too, and so on.  Please advise!!  Thanks in advance!  Vasudev Murthy",comp.sys.ibm.pc.hardware,computer,100,531,1713472551976
computer,0.7950525614228994,0.0805366797554185,0.0541950147765456,0.0128872371494612,0.057328506895675,"The IIIP has just been superseded by the 4M, which is the one I am using at work.  The quality of the print is execellent, beating 300 dpi printers hands down.  In Australia the price of the 4M is about comparable with that of the III-series, so HP are trying to get people to buy the new one !!!",comp.sys.mac.hardware,computer,61,296,1713472811325
recreation,0.1135777196723686,0.0556406872727348,0.4733912176176298,0.1373350791213971,0.2200552963158697,uhhhh there are only three l's.,rec.sport.baseball,recreation,6,31,1713473070673
computer,0.926218566927756,0.01803544819927,0.0126343251473196,0.0064354151120415,0.0366762446136126,"Okay, here is my configuration:  80486-33 Gateway 433C Micronics ISA 12MB RAM  WD212MB IDE HD ( drive C: ) ST3144A 125MB IDE HD ( drive D: ) Adaptec SCSI 1542B controller, with SCSI BIOS enabled Seagate ST296N 80MB SCSI drive  Alrighty, when I boot up I get the Adaptec BIOS message, but it says something like:  ""Drive C: installed"" ""Drive D: installed"" ""ADaptec SCSI BIOS not installed!""  And I can't get to the Seagate drive.  I go into PhoenixBIOS setup, remove the entry for drive D:, and BOOM, I can access the Seagate.  Is there a way to get two IDE drives and the Seagate at the same time?  I have ASPI4DOS.SYS, but it just hangs the system.",comp.sys.ibm.pc.hardware,computer,126,649,1713473330021
computer,0.662777132691677,0.067477471613112,0.040500380276038,0.0250756198364345,0.2041693955827383,"I am looking for some graphic images of earth shot from space.  ( Preferably 24-bit color, but 256 color .gif's will do ).  Anyways, if anyone knows an FTP site where I can find these, I'd greatly appreciate it if you could pass the information on.  Thanks.   ( please send email ).   Ken Huisman",comp.graphics,computer,61,296,1713473589369
computer,0.6296609080936306,0.0531247255068144,0.1372456883130353,0.063795276898283,0.1161734011882365,"Hi      I have never used MYM so I can not help you with the comparison of the two products.  I am, however,  a devoted Quicken user, and I can tell you how to set up the weekly, monthly, quarterly, yearly transactions.  First use the Memorize feature (CTRL-M) to record the recurring transactions.  Next, define a transaction group which uses these memorized transactions and specify the frequency that it should be used (i.e. monthly).  Quicken will/can not automatically make the transactions for you, but now all you do is recall the group and all of the individual transactions will be entered at once.  Additionally if you are using the Bill Minder, it will remind you when each transaction group is due.  For example, you could have three transaction groups.  One for payments at the beginning of the month, middle of the month, and one for quarterly payments.  I hope this helps.",comp.os.ms-windows.misc,computer,164,887,1713473848717
computer,0.8532752791526149,0.0196012314499511,0.0468095128115386,0.020362314682855,0.0599516619030401,"A weird thing has happened to my computer lately, it gets locked (stops doing anything) at any instance without any reason whatsover. I might be using  Edit and gets locked, or i might be at the prompt at the same occurs. It happens almost once every 3 times i connect the computer, Does Anyone have the slight idea what's wrong with it?  (If i try to use CTRL-ALT-DEL after that, no response. I have to turn it off and back on again)  Thanks. Any help will be really appreciated.  E-mail if possible as sometimes i can't access this service.",comp.sys.ibm.pc.hardware,computer,103,542,1713474108066
religion,0.0303614854054855,0.0309257979483,0.1633811862291695,0.6707698651131513,0.1045616653038937,: : Seems to me Koresh is yet another messenger that got killed : : for the message he carried. (Which says nothing about the  : : character of the messenger.) I reckon we'll have to find out : : the rest the hard way. : :  :  : Koresh was killed because he wanted lots of illegal guns.,talk.religion.misc,religion,62,286,1713474367414
science,0.09551007159153,0.0354008206117913,0.270834023974153,0.1167254214509347,0.4815296623715908,"What he said.  Most of my friends refer to them as ""ground magnets.""  One",rec.motorcycles,recreation,16,73,1713474626762
computer,0.9229516152610536,0.0118902468980452,0.032271177197955,0.0078660925735415,0.0250208680694044,"I have used both version 1.17 drivers for Win 3.1 and the new 2.03 drivers. I have had none of these problems.  No GPF's at all.  I have a feeling that your problems are not with the card or drivers.  The ATI Ultra drivers are considered some of the most reliable on the market, and the SS 24X ones  seem quite good as well.  Maybe you should check BIOS problems in your Gateway.  I know a few people with Gateway DX2's, and all of them have found some problem or other with compatibility -- especially with graphics.  The only GPF's I have ever had can be directly attributable to using/ abusing applications.  I even got the newest drivers from Diamond when  people started complaining.  I still only have one small problem with them, and it is that the hardware cursor is slightly jumpy during writes/ reads to the swap file.",comp.os.ms-windows.misc,computer,160,828,1713474886110
recreation,0.0228939412584817,0.0110346230324466,0.9012108781114472,0.0400850764658124,0.0247754811318121,"I hear ya, brother.          ^^^^^^^^^^^^^^^^^^  Let's try WEEKS! It is April 18th today and I just finished reading posts regarding the Cleveland Indians boating tragedy. Needless to say, I don't want to read partial linescores of games played 3 weeks ago.  As Charles mentioned (I excluded the quote): Join a mailing list if you want to woof (I consider entering 4th inning scores as woofing). Thank you. Now to plug on and read the rest of the posts about spring training...   _____________________________________________________________________________      Jim Savoy          University Of Lethbridge         savoy@hg.uleth.ca",rec.sport.baseball,recreation,123,632,1713475145458
science,0.0794079003924524,0.0621752839061216,0.1680965847303349,0.026398306036458,0.663921924934633,"You may also want to buy a 'self injector' or something like that. My friend is diabetic.  You load the hyperdermic, put it in a plastic case and set a spring to automatically push the needle into the skin and depress the plunger.   ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Live From New York, It's SATURDAY NIGHT...",sci.med,science,54,342,1713475404807
science,0.3202690528083313,0.1314085843015628,0.0963125227703503,0.0423149076763159,0.4096949324434396,"I wouldn't bother with the copy protection, if I were you.  If you program is any good, the pirates will have stripped the protection and will be distributing the stripped version is well under a week.  Hardware methods prevent J. Random Loser from using his Copy II PC to pirate  your software, but doesn't stop anyone who knows a few people with enough  connections to ""real"" pirates who _will_ be able to defeat your ""check for the  hole"" code.  You may want to price your software (depending on what it is) a tad higher... a price change from $15 to $25 probably would turn off very few potentials buyers, and that way you could tolerate more pirates (whose numbers don't change with the price).  As for the 20% pirating figure... ha, ha.  Of course, a lot of pirates just have this ""thing"" about having pirated software, even if they never use it, so perhaps that really wouldn't count towards 20%.  Even so, 20% is awfully low.   					---Joel Kolstad",sci.electronics,science,179,956,1713475664155
religion,0.0220285465937798,0.012831496317735,0.0525876228306716,0.788085427286241,0.1244669069715725,There was an article on clari.news.religion in the last few days about a Polish tribunal decision. It said that crucifixes and religious classes in public schools were okay; and that children who did not want to take religion class could not be forced to take an ethics class as a substitute.,soc.religion.christian,religion,51,292,1713475923503
computer,0.5923576753780606,0.0227598653288135,0.1117375381787427,0.0449011008022944,0.2282438203120886,I would like a reference to an algorithm that can detect whether  one closed curve bounded by some number of bezier curves lies completely within another closed curve bounded by bezier curves.  Thanks.,comp.graphics,computer,35,201,1713476182851
science,0.0210220821369943,0.0087475667671955,0.025786122284214,0.0616200958049491,0.8828241330066469,">This is turning into 'what's a moonbase good for', and I ought not    >to post when I've a hundred some odd posts to go, but I would    >think that the real reason to have a moon base is economic.    >    >Since someone with space industry will presumeably have a much    >larger GNP than they would _without_ space industry, eventually,    >they will simply be able to afford more stuff.     If I read you right, you're saying in essence that, with a larger    economy, nations will have more discretionary funds to *waste* on a    lunar facility. That was certainly partially the case with Apollo,    but real Lunar colonies will probably require a continuing    military, scientific, or commercial reason for being rather than    just a ""we have the money, why not?"" approach.  Ah, but the whole point is that money spent on a lunar base is not wasted on the moon. It's not like they'd be using $1000 (1000R?) bills to fuel their moon-dozers. The money to fund a lunar base would be spent in the country to which the base belonged. It's a way of funding high-tech research, just like DARPA was a good excuse to fund various fields of research, under the pretense that it was crucial to the defense of the country, or like ESPRIT is a good excuse for the EC to fund research, under the pretense that it's good for pan-European cooperation.  Now maybe you think that government-funded research is a waste of money (in fact, I'm pretty sure you do), but it does count as investment spending, which does boost the economy (and just look at the size of that multiplier :->).",sci.space,science,314,1573,1713476442199
computer,0.7227707246035693,0.0434831076355969,0.0794035261511822,0.0513031582658199,0.1030394833438318,"...   One of the items in the group folder (typically called Norton Desktop Applications) is labelled ""Norton Desktop Uninstall"". Need I say more!",comp.os.ms-windows.misc,computer,25,146,1713476701548
computer,0.9647162215330852,0.0080640927460935,0.0066172106748398,0.0060042661567905,0.0145982088891906,"Hello,  I'm trying to get X11R5 running on my PC and ran into the  following error message when trying to start the Xserver.  ------ Setting TCP SO_DONTLINGER: Option not supported by protocol  X386 Version 1.2 / X Windows System (protocol Version 11, revision 0, vendor release 5000)  Fatal server error no screens found giving up  xinit: software cased connection abort (errno 130): unable to connect        to X xserver.  ------   does anyone know what this error means ? has anyone experienced this problem ?  help will be much appreciated  thanks in advance.   please send replies to <christy@alex.qc.ca>",comp.windows.x,computer,116,609,1713476960896
computer,0.7743337657380647,0.0186257572785419,0.0549924933319937,0.0728760330333147,0.0791719506180848,"How can I get the font family, weight and slant from an instance of a widget? Using initFontContext(), getNextFont() and freeFontContext() I can get the size of the font (and a bunch of other stuff concerning the font) but nowhere have I found family, weight and slant. Assume that I do not have access to the source where family, weight and slant were orginaly used when creating a fontlist. Thanks a bunch and have a great day, Carl carl@softsolut.com",comp.windows.x,computer,79,453,1713477220244
science,0.2765195584543745,0.031361833665786,0.0291020812123482,0.0389953881214166,0.6240211385460745,": Do you know of any freely distributable c++ (or c) code for public : key cryptography (such as RSA)?    : I've tried various archie searches to no avail.    Have you heard of PGP? I assume from your post that you have not. PGP 2.2 is a freeware RSA encryption program which includes digital signatures and comprehensive key management facilities. Most sites also keep the source code. A growing number of people are using this excellent software to encrypt (to a very high standard) their email and data. Get it before Clinton outlaws it.  Two of the many sites are:       rsa.com     /pub/pgp       soda.berkeley.edu      /pub/cypherpunks/pgp  Hope this helps,  Jon",sci.crypt,science,138,668,1713477479592
religion,0.0397369244665321,0.0236427725042976,0.0925370676882225,0.8155563349620022,0.0285269003789454,Be devoted to one another in brotherly love. Honor one another above yourselves.,soc.religion.christian,religion,13,80,1713477738940
computer,0.6658054746794889,0.0360124588210604,0.074767678884301,0.0262674944925048,0.1971468931226446,"I've used that reference, and found that I needed to go to their original tech report:  	Maureen Stone and Tony DeRose, 	""Characterizing Cubic Bezier Curves"" 	Xerox  EDL-88-8, December 1988  This report can be obtained for free from: Xerox Corporation Palo Alto Research Center 3333 Coyote Hill Road Palo Alto, California 94303 +1-415-494-4440  The TOG paper was good, but this tech report had more interesting details ;-)",comp.graphics,computer,70,422,1713477998289
computer,0.7646410133865297,0.0358265596441681,0.0312075440054165,0.0269189177723732,0.1414059651915123,I aparantly mistyped the address for the ftp site which holds the images. The correct address should be:  jupiter.csd.unb.ca                 ^^ rather than jupiter.csd.unb.edu.  They are in the directory:  \pub\library.info,comp.graphics,computer,48,223,1713478257637
recreation,0.0462843168534971,0.0238793769895912,0.4374534795394231,0.2495274443735594,0.242855382243929,"This tactic depends for its effectiveness on the dog's conformance to a ""psychological norm"" that may not actually apply to a particular dog. I've tried it with some success before, but it won't work on a Charlie Manson dog or one that's really, *really* stupid.  A large Irish Setter taught me this in *my* yard (apparently HIS territory) one day.  I'm sure he was playing  a game with me.  The game was probably ""Kill the VERY ANGRY Neighbor"" Before  He Can Dispense the TERRIBLE PUNISHMENT.",rec.motorcycles,recreation,90,493,1713478516985
recreation,0.0250240973649504,0.0239059790447928,0.6515725362568605,0.0385909168761971,0.2609064704571992,"According to BBC Radio this morning, UK, Denmark, Portugal & a few others have vetoed a proposal to limit EC-sold bikes to 100 BHP.  The reason is that such a limit is not supported by accident statistics - a rare example of governmental wisdom.  The limit has a five year moratorium on it, and ""specialist"" manufacturers will be exempt anyway.  Any suspicion that this is a crafty trick to restrict that end of the market in Europe to Triumph, Norton (who? :-)), BMW, Cagiva & Ducati is the sort of dangerous rubbish which stalls GATT talks.  You heard it here first.",rec.motorcycles,recreation,105,568,1713478776333
religion,0.0141093493924127,0.0062678139041365,0.0529682325404469,0.8619503978672918,0.0647042062957119,"/(hudson) /If someone inflicts pain on themselves, whether they enjoy it or not, they /are hurting themselves.  They may be permanently damaging their body.  That is true.  It is also none of your business.    Some people may also reason that by reading the bible and being a Xtian you are permanently damaging your brain.  By your logic, it would be OK for them to come into your home, take away your bible, and send you off to ""re-education camps"" to save your mind from ruin.  Are you ready for that?        /(hudson) /And why is there nothing wrong with it?  Because you say so?  Who gave you /the authority to say that, and set the standard for morality?  Why?  Because:  I am a living, thinking person able to make choices for myself. I do not ""need"" you to show me what you think is the way; I have observed too many errors in your thinking already to trust you to make up the rules for me.  Because: I set the standard for my *own* morality, and I permit you to do  the same for yourself.  I also do not try to force you to accept my rules.  Because: Simply because you don't like what other people are doing doesn't give you the right to stop it, Hudson.  We are all aware that you would like for  everyone to be like you.  However, it is obnoxious, arrogant thinking like  yours, the ""I-know-I'm-morally-right-so-I-can-force-it-on-you"" bullshit  that has brought us religious wars, pogroms against Jews, gay-bashing, and other atrocities by other people who, like you, ""knew"" they were morally right.      (me)  /(hudson) /Aren't you?  Aren't you indicating that I should not tell other people what to do?  Aren't you telling me it is wrong for me to do that?   It is not a moral standard that I am presenting you with, Hudson.  It is a key to getting along in life with other people.  It is also a point of respect:  I trust other people to be intelligent enough to make their own choices, and I expect the same to be returned.  You, on the other hand, do not trust them, and want to make the choice for them--whether they like it or not.  It is also a way to avoid an inconsistency:  if you believe that you have  the right to set moral standards for others and interfere in their lives,  then you must, by logic, admit that other people have the same right of  interference in your life.   (Yes, I know; you will say that your religion is correct and tells you that only agents acting in behalf of your religion have the right of interference. However, other people will say that you have misinterpreted the Word of God and that *they* are the actual true believers, and that you are acting on your own authority.  And so it goes).      (hudson) /Who gave /you the authority to set such a moral standard for me to tell me that I  /cannot set a moral standard for others?   You can set all the standards that you want, actually.  But don't be surprised if people don't follow you like rats after the Pied Piper.    At the most basic form, I am not going to LET you tell me what to do; and if necessary, I will beat you to a bloody pulp before I let you actually interfere in my life.",talk.religion.misc,religion,628,3095,1713479035681
science,0.0235089883444153,0.0095874035428988,0.0146301729438264,0.0440513849176739,0.9082220502511854,"I'm quite astonished, shocked, and appalled at this serious frontal  assault on emerging American freedoms.  The Clinton administration  nor any other government agency has any legitimate role whatsoever  in regulating cryptography. To do so is tantamount to regulating  `acceptable' speech, and is blatantly unconstitutional. Perhaps we  should rename this year `1984' in honor of such an illustrious  proposal.  Let the Crappy Chip live in infamy, and the adminstration receive great shame and discredit for this bizarre misadventure.  I am outraged that my tax money is being used to develop technology to restrict my freedoms far beyond reasonable measures.  The U.S. government will have my full uncooperation and disobedience on any serious threat to my liberties such as this, and I call on everyone with an interest in a sensible government to resist and defy this  proposal.  The administration does not seem to understand that they are merely a subservient instrument to implement the will of the public, and hence anyone involved in this proposal in this respect is  wholly negligent and remiss in performing their lawful duty.   It seems to me that U.S. Diplomatic communications should be  tappable by the U.N. whenever any countries produce a warrant to the U.N.  In fact, I think we should stop paying the NSA billions of dollars a year to produce unbreakable codes for this reason. These actions violate the sovereignity of international law. (I hope Mr. Clinton is shrewd enough to recognize my sarcasm and satire here. But if he isn't, it's a modest and reasonable proposal, so he should find merit with it nevertheless.)  Cryptography is neutral technology. If everybody has strong  cryptography (including policemen, bureacrats, businessmen,  housewives, thugs and hoodlums), we have a sustainable  equilibrium.  Anything less is an unworkable anti-egaltarian  arrangement, intrinsically antithetical to American freedoms, and guaranteed to collapse under its own weight of inherent  impracticality. We don't need to compromise on issues of freedom.   For too long our government has demonstrated itself to be  increasingly hostile and a serious obstacle to economic vitality  and protecting Americans.   It is not possible for the Federal Government to ``act quickly'' or develop ``consistent, comprehensive policies'' PERIOD.  And even if by some grandiose miracle such a thing were possible, it would only be an efficient way to deprive American citizens of fundamental and inalienable rights.  The administration has to be committed to leaving private  industries alone, esp. on this issue.  The government has no  legitimate role in regulating the content of communications. Law enforcement agencies must be prepared to forfeit their surveillance bludgeon; they are soon and inevitably to be  disarmed of it.    No such laws can be constitutionally sound, and this is equivalent to a veiled threat, which I don't appreciate.  This kind of  extortion tends to agitate me and others into radicalism. I will trade threats for threats, and violation for violation.   If the administration did say this, it would find itself  impeached for reckless and outrageous disregard of essential, established, entrenched, and explicit constitutional privacy  guarantees. The administration would have no legal standing  whatsoever; such an action would be egregiously illegal and criminal, and wholly untolerated and disregarded by vast  segments of the population.   The U.S., comprised of a vast majority of people fanatically  committed to preserving their privacy in the face of an  increasingly totalitarian government, is saying just that.   Take your chips and give them to NSA employees as Christmas bonuses. We can run any algorithm on our computers we damn well please,  and we will make any chips we please, and we will send any bit  pattern over our data highways we please. And if you try to stop  us, you will be gradually or abruptly dissolved into nothingness.  [privacy vs. law enforcement]  This is an outright Dingaling Denning lie.  The two aims of privacy and surveillance are intrinsically and fundamentally  incompatible, and you have to work for the NSA to think otherwise.  Americans are about to discover ways, through the use of technology,  to preserve their inalienable but forgotten freedoms that have slowly  been eroded away by an increasingly distant and unresponsive and  *unrepresentative* government.",sci.crypt,science,744,4447,1713479295030
religion,0.0901120196922499,0.0272194874380326,0.2822628977868566,0.3892743972085001,0.2111311978743606,"Julie, it is a really trying situation that you have described.  My brother was living with someone like that and things were almost as bad (although he left after a considerably shorter amount of time due to other problems with the relationship).  Anyway, the best thing to do would be to get everyone in the same room together (optimally in a room with nothing breakable), lock the door behind you, throw the key out underneath the door (just as far as the longest hand can reach.  You would like to get out after the conclusion, I would imagine), and hash things out.  More than likely, there will be screaming, crying, and possibly hitting (unless of course someone decided to bring some rope to tie people down).  Some of the best strategies in keeping things calmer would include:    have each individual own their own statements (ie, I feel that this relationship is hurting everyone involved because.... or I really don't understand where you're coming from.)    reinforce statements by paraphrasing, etc. (ie, So you think that we did this because of...?  Well, let me just say that the reason for this was ....)    don't accuse each other (It was your fault that ... happened!)    find a common ground about SOMETHING (Lampshades really are decorational and functional at the same time.)    Guaranteed, in a situation like this, there is going to be some gunnysacking (re-hashing topics which were assumed resolved, but were truly not and someone feels someone else is to blame).  However, this should be kept to a minimum and simply ask for forgiveness or apologize about each situation WITHOUT holding a smoldering grudge.    The relationship really can work.  It's just a matter of keeping things smooth and even.  It's sort of like making a peace treaty between warring factions:  you can't give one side everything; there must be a compromise.  Breaks can be taken, but communication between everyone involved must continue if the relationships here are to survive.",soc.religion.christian,religion,356,1980,1713479554378
science,0.1000276907040076,0.0251869574253748,0.1073102067502871,0.1431410533343593,0.624334091785971,"As an animal science student, I know that a number of animals transfer immunoglobin to thier young through thier milk.  In fact, a calf _must_ have a sufficient amount of colostrum (early milk) within 12 hours to effectively develop the immune system, since for the first (less than) 24 hours the intestines are ""open"" to the IG passage.  My question is, does this apply to human infants to any degree?",sci.med,science,72,402,1713479813726
science,0.0325285971869153,0.0074260912277746,0.0163176706569998,0.0496158255460936,0.8941118153822164,"I would think that you could reduce the defense of using non-clipper based encryption technologies to defending freedom of expression  (IE, free speech).  That you have to right to express whatever you want in whatever form your little heart desires so long as you do not impinge on the rights of others.  Encrypted text/sound/video is just another form of expression of that particular text/sound/video.  Just like digitized sound is another  means of expression of sound -- streams of 100100101111 instead of continuous waveforms.  Also, it shouldn't be up to the government at all.  Encryption  _Standards_ can be decided upon by Independent Standards Orgainizations (apologies for the acronym).  One can note how well this has worked with ISO and the Metric System, SAE, etc.  Independent entities  or consortia of people/industries in that particular area are far more qualified to set standards than any One government agency. Consider for example what the Ascii character set would have looked like if it was decided by the government.  I hope this helps folks to formulate their defenses.  I'm still working on mine and hope to be faxing my congressmen soon...",sci.crypt,science,199,1168,1713480073074
recreation,0.0958692281179817,0.0624920505822304,0.5856115961524713,0.0715683113766637,0.1844588137706526,"Hank Greenberg, Sid Gordon, Ron Blomberg.",rec.sport.baseball,recreation,6,41,1713480332422
recreation,0.020346618672855,0.0205109103663458,0.857199370649471,0.0509768900563288,0.050966210254999,"	This list brings to mind possible the worst trade since Babe for 	NONO NANNETTE, i.e., Milt Pappas for Frank Robinson, I think in 	1965 ?. Robinson proceeded to win the triple crown in 1966 and 	may have beaten out Yaz in '67 but was injured on a slide into  	second when he collided with the mighty Al Weis (Chisox).",rec.sport.baseball,recreation,60,318,1713480591771
religion,0.0146215913602853,0.0057851856575373,0.0309943494430827,0.8358477114721874,0.1127511620669072,"So these hypothetical conscious beings can ignore any influences of their circumstances (their genetics, their environment, their experiences) which are not all self-determined?  (Of course, the idea of Hell makes the idea of ""free will"" dubious. On the other hand, the idea of Hell is not a very powerful idea.  	""A Parable for You  	""There was once our main character who blah blah blah. 	""One day, a thug pointed a mean looking gun at OMC, and said, 'Do what I say, or I'm blasting you to hell.' 	""OMC thought, 'If I believe this thug, and follow the instructions that will be given, I'll avoid getting blasted to hell.  On the other hand, if I believe this thug, and do not follow the instructions that will be given, I'll get blasted to hell.  Hmm... the more attractive choice is obvious, I'll follow the instructions.'  Now, OMC found the choice obvious because everything OMC had learned about getting blasted to hell made it appear very undesirable. 	""But then OMC noticed that the thug's gun wasn't a real gun.  The thug's threats were make believe. 	""So OMC ignored the thug and resumed blah blah blah."")",alt.atheism,religion,199,1115,1713480851119
science,0.3485638204210226,0.0334179133301078,0.0701315507888337,0.048855663647858,0.4990310518121778,Level 5 refers to the Carnegie-Mellon Software Engineering Institute's Capability Maturity Model.  This model rates software development org's from1-5.  with 1 being Chaotic and 5 being Optimizing.  DoD is beginning to use this rating system as a discriminator in contracts.  I have more data on thifrom 1 page to 1000.  I have a 20-30 page presentation that summarizes it wethat I could FAX to you if you're interested... Bret Wingert Wingert@VNET.IBM.COM,sci.space,science,76,456,1713481110467
computer,0.4377724517749717,0.0341722622513232,0.0798364568894652,0.0235165433698575,0.4247022857143823,"Yes, ""Clipper"" is a trademark of Intergraph.  Its the RISC chip used in some of thier workstations.   I wonder what Intergraph is going to do to this infringement on thier name sake?",sci.crypt,science,35,182,1713481369815
