srch_id,date_time,site_id,visitor_location_country_id,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,binary_relevance,graded_relevance,weekday,week_of_year,hour,minute,early_night,nans_count,score,timestamp
23895,2013-06-23 01:54:27,5,219,219,34683,3,3.5,1,3.04,0.2709,0.0,18,84.0,0,16823,3,4,2,0,1,1,,197.08,1,0.0,0.0,,0.0,0.0,,-1.0,0.0,19.0,-1.0,0.0,19.0,0,no_click,6,25,1,54,True,3,-1.0393237558784785,1712429126296
23895,2013-06-23 01:54:27,5,219,219,43870,2,3.5,1,2.4,0.0695,0.0,13,60.0,0,16823,3,4,2,0,1,1,,197.65,1,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,,0.0,0.0,10.0,0,no_click,6,25,1,54,True,3,-0.9551720972705257,1712429163539
23895,2013-06-23 01:54:27,5,219,219,58201,2,2.0,1,2.83,0.0026,0.0,38,41.0,0,16823,3,4,2,0,1,1,,200.11,1,0.0,0.0,,0.0,0.0,5.0,,,,1.0,0.0,11.0,0,no_click,6,25,1,54,True,5,-1.033694632102646,1712429200783
23895,2013-06-23 01:54:27,5,219,219,61463,3,4.5,1,3.04,0.2641,0.0,22,89.0,0,16823,3,4,2,0,1,1,,197.37,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,5,-0.4292502522848727,1712429238027
23895,2013-06-23 01:54:27,5,219,219,62432,3,4.5,1,3.09,0.196,0.0,30,87.0,0,16823,3,4,2,0,1,1,,197.46,1,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0,no_click,6,25,1,54,True,1,-0.9273705127302652,1712429275270
23895,2013-06-23 01:54:27,5,219,219,63256,2,2.5,1,2.3,0.0503,0.0,37,40.0,0,16823,3,4,2,0,1,1,,197.53,1,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,7,-0.2784802124513137,1712429312514
23895,2013-06-23 01:54:27,5,219,219,63837,3,4.0,1,3.09,0.2874,0.0,35,96.0,0,16823,3,4,2,0,1,1,,197.31,1,,,,0.0,1.0,,0.0,0.0,11.0,0.0,0.0,,0,no_click,6,25,1,54,True,6,-1.2101518135194835,1712429349758
23895,2013-06-23 01:54:27,5,219,219,67570,3,4.0,1,2.48,0.0769,0.0,32,109.0,0,16823,3,4,2,0,1,1,,198.1,1,,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,6,-1.3575362409941931,1712429387001
23895,2013-06-23 01:54:27,5,219,219,72726,4,4.5,1,0.0,0.0872,0.0,10,209.0,0,16823,3,4,2,0,1,1,,195.38,1,0.0,0.0,13.0,0.0,0.0,,0.0,-1.0,13.0,0.0,-1.0,13.0,0,no_click,6,25,1,54,True,2,-2.174906261123034,1712429424245
23895,2013-06-23 01:54:27,5,219,219,76689,3,4.5,1,3.09,0.2229,0.0,25,93.0,0,16823,3,4,2,0,1,1,,197.47,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,5,-0.8127662156985863,1712429461489
23895,2013-06-23 01:54:27,5,219,219,81375,3,0.0,1,3.04,,0.0,31,116.0,0,16823,3,4,2,0,1,1,,197.19,1,,,,0.0,1.0,,0.0,0.0,11.0,0.0,0.0,,0,no_click,6,25,1,54,True,7,-3.059146554722008,1712429498732
23895,2013-06-23 01:54:27,5,219,219,81703,3,4.0,1,3.04,0.2934,0.0,28,109.0,0,16823,3,4,2,0,1,1,,197.2,1,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,,0,no_click,6,25,1,54,True,3,-1.1833308258394708,1712429535976
23895,2013-06-23 01:54:27,5,219,219,86622,4,4.5,1,3.09,0.2516,0.0,4,119.0,0,16823,3,4,2,0,1,1,,197.32,1,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,7,-0.506016170345197,1712429573220
23895,2013-06-23 01:54:27,5,219,219,91381,3,4.5,1,2.08,0.14,0.0,7,83.0,0,16823,3,4,2,0,1,1,,197.68,1,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,0.0,11.0,-1.0,0.0,11.0,0,no_click,6,25,1,54,True,1,-1.078972012986854,1712429610463
23895,2013-06-23 01:54:27,5,219,219,97147,3,4.5,1,3.04,0.2836,0.0,12,94.0,0,16823,3,4,2,0,1,1,,197.13,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,5,-1.104266706232086,1712429647707
23895,2013-06-23 01:54:27,5,219,219,99475,3,4.5,1,3.04,0.2408,0.0,15,76.0,0,16823,3,4,2,0,1,1,,197.35,1,1.0,0.0,12.0,1.0,0.0,12.0,0.0,0.0,,1.0,0.0,12.0,0,no_click,6,25,1,54,True,2,-0.4537070564661668,1712429684951
23895,2013-06-23 01:54:27,5,219,219,99735,3,4.5,1,3.09,0.2478,0.0,26,89.0,0,16823,3,4,2,0,1,1,,197.33,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,5,-0.4086091947140197,1712429722194
23895,2013-06-23 01:54:27,5,219,219,109545,2,3.5,1,2.08,0.0385,0.0,27,68.0,0,16823,3,4,2,0,1,1,,197.45,1,0.0,0.0,14.0,0.0,0.0,,0.0,0.0,14.0,0.0,0.0,14.0,0,no_click,6,25,1,54,True,2,-1.2985240489966214,1712429759438
23895,2013-06-23 01:54:27,5,219,219,111453,3,4.0,1,3.09,0.3037,0.0,33,100.0,0,16823,3,4,2,0,1,1,,197.34,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,5,-1.2629394638326867,1712429796682
23895,2013-06-23 01:54:27,5,219,219,112195,3,4.5,1,3.09,0.2041,0.0,34,129.0,0,16823,3,4,2,0,1,1,,197.38,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,5,-1.170650837046041,1712429833926
23895,2013-06-23 01:54:27,5,219,219,113138,3,4.5,1,1.61,0.0259,0.0,9,91.0,0,16823,3,4,2,0,1,1,,197.4,1,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,1,click_no_booking,6,25,1,54,True,7,-0.651786019329151,1712429871169
23895,2013-06-23 01:54:27,5,219,219,118993,2,1.5,1,2.83,0.0021,0.0,36,45.0,1,16823,3,4,2,0,1,1,,199.73,1,0.0,0.0,,0.0,0.0,,0.0,0.0,15.0,,,,0,no_click,6,25,1,54,True,6,-1.1021307451796716,1712429908413
23895,2013-06-23 01:54:27,5,219,219,132162,2,3.5,1,2.3,0.0294,0.0,16,57.0,1,16823,3,4,2,0,1,1,,198.38,1,,,,,,,,,,-1.0,0.0,14.0,0,no_click,6,25,1,54,True,10,-1.4178841869743697,1712429945657
23895,2013-06-23 01:54:27,5,219,219,135096,4,4.5,1,3.04,0.2332,0.0,20,99.0,0,16823,3,4,2,0,1,1,,197.44,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,25,1,54,True,5,-0.3318619322290841,1712429982900
23895,2013-06-23 01:54:27,5,219,219,135565,3,3.5,1,0.69,0.0005,0.0,14,90.0,1,16823,3,4,2,0,1,1,,201.31,1,,,,,,,,,,,,,0,no_click,6,25,1,54,True,13,-1.896865047806649,1712430020144
23895,2013-06-23 01:54:27,5,219,219,139053,2,3.0,1,1.95,0.1388,0.0,21,62.0,1,16823,3,4,2,0,1,1,,197.77,1,0.0,0.0,18.0,0.0,0.0,48.0,0.0,0.0,22.0,0.0,0.0,21.0,0,no_click,6,25,1,54,True,1,-1.0506070208256073,1712430057388
23895,2013-06-23 01:54:27,5,219,219,139557,4,4.5,1,3.04,0.2593,0.0,8,104.0,1,16823,3,4,2,0,1,1,,197.06,1,1.0,0.0,243.0,1.0,1.0,28.0,1.0,0.0,11.0,1.0,0.0,11.0,0,no_click,6,25,1,54,True,1,-1.3181229346963448,1712430094631
23950,2013-05-29 09:57:18,5,219,219,3321,4,4.0,1,2.89,0.0559,5.19,36,114.0,0,26566,1,7,2,0,1,0,-13.9853,700.09,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,-0.3123895578096297,1712430131875
23950,2013-05-29 09:57:18,5,219,219,3709,3,3.5,1,2.89,0.0377,4.4,4,57.0,1,26566,1,7,2,0,1,0,-14.2778,699.98,0,1.0,0.0,13.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,2.0,0,no_click,2,22,9,57,False,0,-0.7003289757208102,1712430169119
23950,2013-05-29 09:57:18,5,219,219,4778,2,3.0,1,2.89,0.0921,4.04,24,44.0,1,26566,1,7,2,0,1,0,-13.6443,700.31,0,,,,1.0,0.0,10.0,-1.0,0.0,12.0,-1.0,0.0,12.0,0,no_click,2,22,9,57,False,3,0.1344062925866088,1712430206362
23950,2013-05-29 09:57:18,5,219,219,7659,4,4.0,1,3.14,0.1071,5.02,14,143.0,1,26566,1,7,2,0,1,0,-13.1196,697.98,0,0.0,0.0,,0.0,0.0,,0.0,0.0,11.0,0.0,0.0,,0,no_click,2,22,9,57,False,3,-0.4364915882987319,1712430243606
23950,2013-05-29 09:57:18,5,219,219,8952,3,4.0,1,2.94,0.1385,4.79,10,119.0,0,26566,1,7,2,0,1,0,-13.9266,698.3,0,,,,-1.0,0.0,7.0,-1.0,0.0,7.0,-1.0,0.0,7.0,0,no_click,2,22,9,57,False,3,-0.6801334485149896,1712430280850
23950,2013-05-29 09:57:18,5,219,219,18208,3,3.5,1,2.89,0.0121,4.64,33,79.0,0,26566,1,7,2,0,1,0,-13.6883,698.15,0,,,,0.0,0.0,,,,,0.0,0.0,,0,no_click,2,22,9,57,False,8,-1.4572271340430822,1712430318093
23950,2013-05-29 09:57:18,5,219,219,26753,2,2.5,1,2.89,0.0434,4.03,38,50.0,0,26566,1,7,2,0,1,0,-14.3281,700.02,0,0.0,0.0,,0.0,0.0,,-1.0,0.0,20.0,-1.0,0.0,20.0,0,no_click,2,22,9,57,False,2,-1.5658934957840291,1712430355337
23950,2013-05-29 09:57:18,5,219,219,28770,3,4.5,1,2.89,,4.95,16,89.0,0,26566,1,7,2,0,1,0,-13.8983,699.98,0,1.0,0.0,33.0,,1.0,,,,,0.0,0.0,,0,no_click,2,22,9,57,False,7,-0.794952572413821,1712430392581
23950,2013-05-29 09:57:18,5,219,219,31812,4,5.0,1,1.79,0.0235,5.32,1,259.0,0,26566,1,7,2,0,1,0,-13.9468,698.45,0,0.0,0.0,18.0,0.0,0.0,,0.0,0.0,18.0,0.0,0.0,18.0,0,no_click,2,22,9,57,False,1,-1.5503037233263184,1712430429824
23950,2013-05-29 09:57:18,5,219,219,36861,3,4.0,1,3.14,0.1068,4.65,20,109.0,0,26566,1,7,2,0,1,0,-15.2101,697.98,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,-0.7056717741289569,1712430467068
23950,2013-05-29 09:57:18,5,219,219,39764,3,4.5,1,2.89,0.0784,4.97,18,115.0,0,26566,1,7,2,0,1,0,-14.616,700.21,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,2,22,9,57,False,6,-0.506360494916178,1712430504312
23950,2013-05-29 09:57:18,5,219,219,43445,3,4.0,1,3.04,0.127,4.66,19,94.0,0,26566,1,7,2,0,1,0,-14.2327,698.05,0,-1.0,0.0,11.0,0.0,0.0,,0.0,0.0,,0.0,0.0,15.0,0,no_click,2,22,9,57,False,2,-0.8688935026510108,1712430541555
23950,2013-05-29 09:57:18,5,219,219,58078,3,4.0,1,2.94,0.126,4.73,12,90.0,0,26566,1,7,2,0,1,0,-13.6655,698.3,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,-0.3578355274749781,1712430578799
23950,2013-05-29 09:57:18,5,219,219,59111,4,4.0,1,3.09,0.1413,4.94,15,104.0,0,26566,1,7,2,0,1,0,-12.8507,698.26,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,0.2632900374792374,1712430616043
23950,2013-05-29 09:57:18,5,219,219,61010,3,4.0,1,3.0,0.0919,4.72,9,96.0,0,26566,1,7,2,0,1,0,-14.032,698.04,0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,5.0,0,no_click,2,22,9,57,False,1,-1.4612239251375756,1712430653286
23950,2013-05-29 09:57:18,5,219,219,62505,2,3.5,1,2.89,0.0377,4.03,30,85.0,0,26566,1,7,2,0,1,0,-14.2291,699.99,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,2,22,9,57,False,6,-1.6160654252943487,1712430690530
23950,2013-05-29 09:57:18,5,219,219,68171,3,4.5,1,0.0,0.0033,4.94,3,98.0,0,26566,1,7,2,0,1,0,-14.6366,699.15,0,,,,,,,0.0,0.0,,,,,0,no_click,2,22,9,57,False,10,-1.5452947057407616,1712430727774
23950,2013-05-29 09:57:18,5,219,219,74628,3,4.5,1,2.89,0.0732,4.76,34,129.0,0,26566,1,7,2,0,1,0,-13.6132,700.33,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,-1.2790831399634202,1712430765017
23950,2013-05-29 09:57:18,5,219,219,76404,3,4.5,1,3.3,0.06,4.98,28,139.0,0,26566,1,7,2,0,1,0,-13.7424,697.72,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,-1.0279875487158272,1712430802261
23950,2013-05-29 09:57:18,5,219,219,77219,4,4.5,1,2.94,0.0858,5.05,31,169.0,0,26566,1,7,2,0,1,0,-12.6822,700.51,0,0.0,0.0,15.0,0.0,0.0,,0.0,0.0,,0.0,0.0,15.0,0,no_click,2,22,9,57,False,2,-0.5707777841528271,1712430839505
23950,2013-05-29 09:57:18,5,219,219,84714,3,4.0,1,1.79,0.031,4.72,29,72.0,0,26566,1,7,2,0,1,0,-13.4839,698.64,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,-0.2963572063321341,1712430876748
23950,2013-05-29 09:57:18,5,219,219,88535,2,3.0,1,2.94,0.1502,4.03,25,75.0,0,26566,1,7,2,0,1,0,-14.2992,698.23,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,-1.617663645853878,1712430913992
23950,2013-05-29 09:57:18,5,219,219,90928,4,4.0,1,3.26,0.0593,4.84,21,129.0,0,26566,1,7,2,0,1,0,-14.5459,697.72,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,6,-1.0713082386563073,1712430951236
23950,2013-05-29 09:57:18,5,219,219,92758,2,3.5,1,3.0,0.0746,4.05,8,47.0,0,26566,1,7,2,0,1,0,-13.4968,698.09,0,0.0,0.0,,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,10.0,0,no_click,2,22,9,57,False,2,-0.4762431929909532,1712430988479
23950,2013-05-29 09:57:18,5,219,219,94709,2,3.5,1,2.94,0.1425,4.03,22,47.0,0,26566,1,7,2,0,1,0,-14.0046,698.12,0,0.0,0.0,5.0,-1.0,0.0,5.0,1.0,0.0,10.0,0.0,0.0,5.0,0,no_click,2,22,9,57,False,0,-1.341118719698703,1712431025723
23950,2013-05-29 09:57:18,5,219,219,101850,3,4.5,1,2.94,0.1268,4.61,13,89.0,0,26566,1,7,2,0,1,0,-14.2267,698.1,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,-0.459102551518306,1712431062967
23950,2013-05-29 09:57:18,5,219,219,107271,4,4.5,1,3.3,0.0853,5.35,7,129.0,0,26566,1,7,2,0,1,0,-13.0222,697.84,0,0.0,0.0,,1.0,0.0,31.0,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,3,-0.0627771943263802,1712431100210
23950,2013-05-29 09:57:18,5,219,219,113487,3,4.0,1,2.89,0.0835,4.82,35,116.0,0,26566,1,7,2,0,1,0,-14.7939,700.29,0,,,,0.0,0.0,,0.0,0.0,11.0,0.0,0.0,3.0,0,no_click,2,22,9,57,False,4,-2.410655284047479,1712431137454
23950,2013-05-29 09:57:18,5,219,219,113650,3,4.0,1,2.89,0.0699,4.64,37,98.0,0,26566,1,7,2,0,1,0,-13.9527,700.41,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,6,-0.9153807359619506,1712431174698
23950,2013-05-29 09:57:18,5,219,219,123205,3,4.0,1,1.79,0.0309,4.74,32,85.0,0,26566,1,7,2,0,1,0,-14.9419,698.64,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,2,22,9,57,False,6,-0.3111548227580637,1712431211941
23950,2013-05-29 09:57:18,5,219,219,126729,3,4.5,1,1.79,0.0233,5.29,6,209.0,0,26566,1,7,2,0,1,0,-14.856,698.4,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,2,22,9,57,False,4,-0.704703033226997,1712431249185
23950,2013-05-29 09:57:18,5,219,219,130781,3,4.0,1,2.94,0.145,4.77,2,97.0,0,26566,1,7,2,0,1,0,-12.9252,698.27,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,1,booked,2,22,9,57,False,6,-0.5925368307896473,1712431286429
23950,2013-05-29 09:57:18,5,219,219,137056,2,3.0,1,3.04,0.1194,3.95,26,54.0,0,26566,1,7,2,0,1,0,-13.682,698.07,0,0.0,0.0,15.0,0.0,0.0,,0.0,0.0,15.0,0.0,0.0,15.0,0,no_click,2,22,9,57,False,1,-2.31093861273451,1712431323672
23950,2013-05-29 09:57:18,5,219,219,139080,4,4.5,1,2.94,0.032,5.2,27,179.0,0,26566,1,7,2,0,1,0,-13.8561,700.33,0,0.0,0.0,5.0,0.0,0.0,,1.0,0.0,12.0,0.0,0.0,5.0,0,no_click,2,22,9,57,False,1,-0.700475554985583,1712431360916
24103,2013-06-02 07:22:46,14,100,219,5543,3,4.5,1,2.64,0.0106,4.96,38,168.67,0,13539,2,1,2,0,1,0,,257.66,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,6,22,7,22,False,7,-1.7956848511499337,1712431398160
24103,2013-06-02 07:22:46,14,100,219,9812,3,3.5,1,2.89,0.0586,4.77,14,118.55,0,13539,2,1,2,0,1,0,,260.25,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,5,-0.5804541059321182,1712431435403
24103,2013-06-02 07:22:46,14,100,219,12579,4,4.0,1,2.77,0.036,4.94,15,169.64,0,13539,2,1,2,0,1,0,,260.2,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,7,-1.2085858633981212,1712431472647
24103,2013-06-02 07:22:46,14,100,219,15251,3,4.5,1,1.61,0.0105,4.99,24,168.67,1,13539,2,1,2,0,1,0,,265.06,0,,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,6,-0.522010498724577,1712431509891
24103,2013-06-02 07:22:46,14,100,219,17619,3,4.0,0,1.61,0.0042,4.61,29,82.89,1,13539,2,1,2,0,1,0,,267.5,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,5,-0.5748929387058983,1712431547134
24103,2013-06-02 07:22:46,14,100,219,24194,3,4.5,1,2.94,0.0279,4.68,21,71.33,1,13539,2,1,2,0,1,0,,258.15,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,5,-0.2724486802265645,1712431584378
24103,2013-06-02 07:22:46,14,100,219,28181,3,4.5,1,2.3,0.0209,4.66,22,83.86,0,13539,2,1,2,0,1,0,,257.59,0,,,,0.0,0.0,,,,,0.0,0.0,,0,no_click,6,22,7,22,False,9,-0.3156344135058055,1712431621622
24103,2013-06-02 07:22:46,14,100,219,28939,2,3.5,0,2.89,0.0179,4.47,20,77.11,0,13539,2,1,2,0,1,0,,260.79,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,5,-0.974803604880024,1712431658865
24103,2013-06-02 07:22:46,14,100,219,33168,4,4.0,0,0.69,0.0222,5.06,1,139.76,1,13539,2,1,2,0,1,0,,263.01,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1,click_no_booking,6,22,7,22,False,5,0.2959936167018723,1712431696109
24103,2013-06-02 07:22:46,14,100,219,37283,3,4.0,0,3.04,0.0268,4.75,3,139.76,1,13539,2,1,2,0,1,0,,260.67,0,,1.0,,,,,,,,,,,0,no_click,6,22,7,22,False,12,-1.3409897512139506,1712431733353
24103,2013-06-02 07:22:46,14,100,219,38227,3,4.0,1,2.08,0.0117,4.52,35,99.28,0,13539,2,1,2,0,1,0,,267.59,0,0.0,0.0,,-1.0,0.0,22.0,1.0,0.0,30.0,-1.0,0.0,10.0,0,no_click,6,22,7,22,False,2,-2.0815391908877108,1712431770596
24103,2013-06-02 07:22:46,14,100,219,43594,3,3.5,1,0.69,0.0091,4.53,25,69.4,1,13539,2,1,2,0,1,0,,262.4,0,0.0,0.0,,0.0,0.0,,1.0,0.0,17.0,0.0,0.0,,0,no_click,6,22,7,22,False,4,-0.1838311686060989,1712431807840
24103,2013-06-02 07:22:46,14,100,219,50162,2,3.5,1,2.2,0.0193,4.35,26,54.94,1,13539,2,1,2,0,1,0,,259.03,0,0.0,0.0,,0.0,0.0,,1.0,0.0,7.0,0.0,0.0,,0,no_click,6,22,7,22,False,4,-0.6658208048679071,1712431845084
24103,2013-06-02 07:22:46,14,100,219,52784,4,4.5,1,3.43,0.2026,5.41,7,268.92,1,13539,2,1,2,0,1,0,,260.84,0,1.0,0.0,8.0,-1.0,0.0,4.0,1.0,0.0,11.0,1.0,0.0,8.0,0,no_click,6,22,7,22,False,1,-0.6514485654969996,1712431882328
24103,2013-06-02 07:22:46,14,100,219,54139,2,2.5,1,1.1,0.0105,4.2,27,46.27,1,13539,2,1,2,0,1,0,,261.45,0,1.0,0.0,18.0,1.0,0.0,18.0,1.0,0.0,6.0,1.0,0.0,6.0,0,no_click,6,22,7,22,False,1,-0.8610234065637581,1712431919571
24103,2013-06-02 07:22:46,14,100,219,54937,3,4.0,1,2.08,0.0234,4.78,28,116.63,0,13539,2,1,2,0,1,0,,257.96,0,,,,0.0,0.0,,1.0,0.0,3.0,0.0,0.0,,0,no_click,6,22,7,22,False,6,-0.7302469271311919,1712431956815
24103,2013-06-02 07:22:46,14,100,219,61934,3,4.5,1,2.89,0.0333,4.7,13,111.81,1,13539,2,1,2,0,1,0,,258.25,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,5,-0.3707818743251598,1712431994059
24103,2013-06-02 07:22:46,14,100,219,63145,2,4.0,1,2.83,0.0325,4.69,4,93.49,1,13539,2,1,2,0,1,0,,260.01,0,-1.0,0.0,10.0,-1.0,0.0,10.0,1.0,0.0,11.0,0.0,0.0,,0,no_click,6,22,7,22,False,2,-0.6367383077770223,1712432031302
24103,2013-06-02 07:22:46,14,100,219,69352,3,4.5,1,2.4,0.0365,4.82,12,88.67,0,13539,2,1,2,0,1,0,,254.61,0,,,,1.0,0.0,6.0,,,,,,,0,no_click,6,22,7,22,False,10,-0.3482643470061831,1712432068546
24103,2013-06-02 07:22:46,14,100,219,69559,2,3.0,0,0.0,0.0005,4.25,36,53.98,1,13539,2,1,2,0,1,0,,267.85,0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0,no_click,6,22,7,22,False,1,-1.6584206885053343,1712432105790
24103,2013-06-02 07:22:46,14,100,219,72597,4,4.5,0,3.47,0.1513,5.51,10,329.64,0,13539,2,1,2,0,1,0,,261.08,0,-1.0,0.0,13.0,-1.0,0.0,13.0,0.0,0.0,,-1.0,0.0,13.0,0,no_click,6,22,7,22,False,2,-1.4472327051773657,1712432143033
24103,2013-06-02 07:22:46,14,100,219,89962,2,3.0,1,2.89,0.0064,4.56,16,67.47,0,13539,2,1,2,0,1,0,,261.86,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0,no_click,6,22,7,22,False,7,-0.7283879670820559,1712432180277
24103,2013-06-02 07:22:46,14,100,219,90385,3,4.5,1,2.77,0.0088,4.39,33,74.22,0,13539,2,1,2,0,1,0,,258.71,0,0.0,0.0,,0.0,0.0,,-1.0,0.0,2.0,-1.0,0.0,2.0,0,no_click,6,22,7,22,False,3,-1.3208723663111253,1712432217521
24103,2013-06-02 07:22:46,14,100,219,99484,3,4.0,1,2.4,0.0253,4.53,32,79.04,0,13539,2,1,2,0,1,0,,257.63,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,5,-0.9349339802477888,1712432254764
24103,2013-06-02 07:22:46,14,100,219,103860,2,3.0,0,2.89,0.0568,4.46,18,79.04,0,13539,2,1,2,0,1,0,,260.28,0,,,,,,,1.0,0.0,25.0,-1.0,0.0,6.0,0,no_click,6,22,7,22,False,7,-2.1014526763436168,1712432292008
24103,2013-06-02 07:22:46,14,100,219,105559,3,4.0,1,2.4,0.036,4.91,6,97.35,1,13539,2,1,2,0,1,0,,254.53,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,5,-0.6967190087591242,1712432329252
24103,2013-06-02 07:22:46,14,100,219,107785,4,4.5,1,3.47,0.1922,5.5,2,278.55,1,13539,2,1,2,0,1,0,,260.9,0,0.0,0.0,,0.0,0.0,,1.0,0.0,11.0,1.0,0.0,10.0,0,no_click,6,22,7,22,False,3,-1.271653331628924,1712432366495
24103,2013-06-02 07:22:46,14,100,219,109270,3,4.5,1,1.39,0.0065,4.61,31,118.55,0,13539,2,1,2,0,1,0,,265.63,0,1.0,0.0,16.0,-1.0,0.0,10.0,,,,0.0,0.0,,0,no_click,6,22,7,22,False,5,-1.2416987096978125,1712432403739
24103,2013-06-02 07:22:46,14,100,219,116536,2,4.0,0,1.1,0.0019,4.43,34,72.29,0,13539,2,1,2,0,1,0,,265.44,0,,,,,,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,9,-1.0793009850007818,1712432440983
24103,2013-06-02 07:22:46,14,100,219,120144,4,4.0,1,3.47,0.1658,5.19,8,218.8,0,13539,2,1,2,0,1,0,,261.08,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,7,-0.7036602408927127,1712432478226
24103,2013-06-02 07:22:46,14,100,219,120665,3,4.0,1,1.95,0.0203,4.89,9,96.39,1,13539,2,1,2,0,1,0,,255.84,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,no_click,6,22,7,22,False,5,-0.3623089076780454,1712432515470
