YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,timestamp,predicted_ARRIVAL_DELAY
2015,1,1,4,OO,5555,N928SW,DEN,GJT,1632,,,,,61.0,,,212,,,1733,,,0,1,C,,,,,,2022-11-13 08:33:55.975683,144.8004910646647
2015,1,1,4,AA,1219,N567AA,DFW,SAT,2145,2307.0,82.0,12.0,2319.0,60.0,63.0,48.0,247,7.0,3.0,2245,10.0,85.0,0,0,,3.0,0.0,82.0,0.0,0.0,2022-11-13 08:33:55.975683,150.43043608262838
2015,1,1,4,B6,1465,N558JB,BUF,FLL,725,731.0,6.0,21.0,752.0,202.0,183.0,154.0,1165,1026.0,8.0,1047,1034.0,-13.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-16.231795533162163
2015,1,1,4,UA,1153,N39475,EWR,FLL,1748,1745.0,-3.0,11.0,1756.0,187.0,160.0,146.0,1065,2022.0,3.0,2055,2025.0,-30.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-2.7392282432516284
2015,1,1,4,DL,986,N924DL,ATL,LGA,745,740.0,-5.0,32.0,812.0,130.0,169.0,98.0,762,950.0,39.0,955,1029.0,34.0,0,0,,34.0,0.0,0.0,0.0,0.0,2022-11-13 08:33:55.975683,-14.735936680458463
2015,1,1,4,HA,181,N493HA,ITO,HNL,1309,1300.0,-9.0,8.0,1308.0,53.0,59.0,44.0,216,1352.0,7.0,1402,1359.0,-3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-16.284370564591388
2015,1,1,4,UA,1724,N73445,KOA,SFO,2220,2227.0,7.0,10.0,2237.0,310.0,276.0,261.0,2367,458.0,5.0,530,503.0,-27.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-1.6722179019072363
2015,1,1,4,DL,1652,N936DL,ATL,BWI,1615,1612.0,-3.0,14.0,1626.0,108.0,98.0,76.0,577,1742.0,8.0,1803,1750.0,-13.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-3.381683292627866
2015,1,1,4,DL,1251,N633DL,ATL,SNA,1630,1626.0,-4.0,15.0,1641.0,300.0,283.0,262.0,1919,1803.0,6.0,1830,1809.0,-21.0,0,0,,,,,,,2022-11-13 08:33:55.975683,51.75586510815208
2015,1,1,4,EV,4174,N31131,FNT,ORD,1042,1040.0,-2.0,28.0,1108.0,67.0,81.0,45.0,223,1053.0,8.0,1049,1101.0,12.0,0,0,,,,,,,2022-11-13 08:33:55.975683,7.776078110273306
2015,1,1,4,B6,748,N587JB,LAS,JFK,1340,1339.0,-1.0,15.0,1354.0,290.0,274.0,249.0,2248,2103.0,10.0,2130,2113.0,-17.0,0,0,,,,,,,2022-11-13 08:33:55.975683,119.95651419113736
2015,1,1,4,OO,5532,N730SK,AUS,LAX,1940,2047.0,67.0,16.0,2103.0,215.0,192.0,163.0,1242,2146.0,13.0,2115,2159.0,44.0,0,0,,0.0,0.0,0.0,44.0,0.0,2022-11-13 08:33:55.975683,-26.07789848565175
2015,1,1,4,WN,873,N291WN,ELP,DAL,810,830.0,20.0,9.0,839.0,90.0,89.0,74.0,562,1053.0,6.0,1040,1059.0,19.0,0,0,,0.0,0.0,0.0,19.0,0.0,2022-11-13 08:33:55.975683,88.29206596398095
2015,1,1,4,DL,1700,N952DL,MEM,ATL,600,617.0,17.0,10.0,627.0,82.0,59.0,45.0,332,812.0,4.0,822,816.0,-6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,2.0686077519210975
2015,1,1,4,DL,1262,N190DN,LAX,JFK,2300,2300.0,0.0,15.0,2315.0,311.0,300.0,269.0,2475,644.0,16.0,711,700.0,-11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-3.9793700419145095
2015,1,1,4,B6,1273,N615JB,JFK,CHS,745,738.0,-7.0,17.0,755.0,132.0,127.0,103.0,636,938.0,7.0,957,945.0,-12.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-8.207584704930499
2015,1,1,4,B6,33,N203JB,BTV,JFK,1527,1517.0,-10.0,22.0,1539.0,93.0,85.0,56.0,266,1635.0,7.0,1700,1642.0,-18.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-8.648648418651343
2015,1,1,4,EV,4086,N11526,HRL,IAH,1711,,,,,69.0,,,295,,,1820,,,0,1,B,,,,,,2022-11-13 08:33:55.975683,-16.949356697732494
2015,1,1,4,VX,414,N847VA,LAX,JFK,1445,1446.0,1.0,7.0,1453.0,320.0,291.0,275.0,2475,2228.0,9.0,2305,2237.0,-28.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-11.400232144814964
2015,1,1,4,UA,1721,N73860,SFO,KOA,949,949.0,0.0,17.0,1006.0,326.0,329.0,308.0,2367,1314.0,4.0,1315,1318.0,3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-14.43991832273649
2015,1,1,4,UA,1286,N37267,DEN,FLL,957,1005.0,8.0,25.0,1030.0,227.0,230.0,201.0,1703,1551.0,4.0,1544,1555.0,11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,6.410423762711997
2015,1,1,4,WN,858,N736SA,SJC,SEA,2125,2130.0,5.0,12.0,2142.0,125.0,123.0,107.0,697,2329.0,4.0,2330,2333.0,3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-13.48423436688819
2015,1,1,4,AA,1438,N3DTAA,IAH,CLT,845,845.0,0.0,13.0,858.0,140.0,127.0,106.0,912,1144.0,8.0,1205,1152.0,-13.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-28.758106031553904
2015,1,1,4,OO,5248,N108SY,ORD,MCI,847,843.0,-4.0,17.0,900.0,98.0,94.0,73.0,403,1013.0,4.0,1025,1017.0,-8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-15.79533851737107
2015,1,1,4,EV,5621,N858AS,AGS,ATL,1720,1717.0,-3.0,8.0,1725.0,60.0,48.0,31.0,143,1756.0,9.0,1820,1805.0,-15.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-12.794737706365677
2015,1,1,4,OO,6396,N113SY,BOI,SFO,854,856.0,2.0,16.0,912.0,117.0,107.0,88.0,522,940.0,3.0,951,943.0,-8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,40.13072883836395
2015,1,1,4,OO,4506,N613SK,SLC,SUN,1110,1108.0,-2.0,33.0,1141.0,75.0,,,222,1349.0,4.0,1225,1353.0,,1,0,,,,,,,2022-11-13 08:33:55.975683,-2.991102780865013
2015,1,1,4,EV,4198,N13988,BNA,IAH,823,818.0,-5.0,18.0,836.0,142.0,155.0,126.0,657,1042.0,11.0,1045,1053.0,8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-13.800535955940394
2015,1,1,4,UA,363,N482UA,BOS,IAD,1926,1929.0,3.0,14.0,1943.0,104.0,98.0,77.0,413,2100.0,7.0,2110,2107.0,-3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-10.95928246805027
2015,1,1,4,EV,3921,N17196,IAH,TUL,1738,1823.0,45.0,15.0,1838.0,93.0,81.0,63.0,429,1941.0,3.0,1911,1944.0,33.0,0,0,,0.0,0.0,33.0,0.0,0.0,2022-11-13 08:33:55.975683,-11.556293670699471
2015,1,1,4,WN,809,N787SA,STL,HOU,2135,2207.0,32.0,6.0,2213.0,125.0,123.0,114.0,687,7.0,3.0,2340,10.0,30.0,0,0,,0.0,0.0,8.0,22.0,0.0,2022-11-13 08:33:55.975683,12.616858959746365
2015,1,1,4,B6,689,N368JB,BOS,DCA,1218,1216.0,-2.0,12.0,1228.0,101.0,96.0,80.0,399,1348.0,4.0,1359,1352.0,-7.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-28.765554593517184
2015,1,1,4,MQ,3161,N5PBMQ,XNA,DFW,555,,,,,75.0,,,280,,,710,,,0,1,B,,,,,,2022-11-13 08:33:55.975683,-9.150935565990372
2015,1,1,4,WN,698,N422WN,CMH,FLL,620,623.0,3.0,20.0,643.0,170.0,158.0,135.0,973,858.0,3.0,910,901.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,73.1801480627746
2015,1,1,4,EV,4871,N878AS,SHV,ATL,700,704.0,4.0,13.0,717.0,99.0,101.0,83.0,551,940.0,5.0,939,945.0,6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,24.413539260664574
2015,1,1,4,WN,852,N425LV,MSY,MCO,1955,2003.0,8.0,10.0,2013.0,90.0,89.0,73.0,551,2226.0,6.0,2225,2232.0,7.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-24.502801236979984
2015,1,1,4,AA,1575,N578AA,PHL,DFW,840,836.0,-4.0,12.0,848.0,235.0,227.0,210.0,1303,1118.0,5.0,1135,1123.0,-12.0,0,0,,,,,,,2022-11-13 08:33:55.975683,32.414490356158026
2015,1,1,4,NK,710,N587NK,FLL,LGA,2009,2010.0,1.0,12.0,2022.0,167.0,158.0,140.0,1076,2242.0,6.0,2256,2248.0,-8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-11.585528836634678
2015,1,1,4,US,894,N581UW,RSW,CLT,1715,1724.0,9.0,11.0,1735.0,111.0,109.0,91.0,600,1906.0,7.0,1906,1913.0,7.0,0,0,,,,,,,2022-11-13 08:33:55.975683,7.534151016607568
2015,1,1,4,HA,23,N587HA,OAK,OGG,820,815.0,-5.0,10.0,825.0,320.0,317.0,303.0,2349,1128.0,4.0,1140,1132.0,-8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-21.287147256609472
2015,1,1,4,F9,935,N938FR,TTN,CVG,740,751.0,11.0,9.0,800.0,127.0,119.0,103.0,532,943.0,7.0,947,950.0,3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-4.150188390890313
2015,1,1,4,AS,609,N523AS,LAS,SEA,1500,1452.0,-8.0,14.0,1506.0,165.0,156.0,135.0,867,1721.0,7.0,1745,1728.0,-17.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-0.8080491558625176
2015,1,1,4,AA,127,N3GHAA,IAD,DFW,625,622.0,-3.0,14.0,636.0,210.0,230.0,200.0,1172,856.0,16.0,855,912.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0,2022-11-13 08:33:55.975683,442.4865347375148
2015,1,1,4,NK,763,N615NK,ORD,MSP,1948,2150.0,122.0,14.0,2204.0,86.0,99.0,60.0,334,2304.0,25.0,2114,2329.0,135.0,0,0,,135.0,0.0,0.0,0.0,0.0,2022-11-13 08:33:55.975683,-8.038377445238615
2015,1,1,4,OO,4449,N807SK,DEN,SLC,845,842.0,-3.0,15.0,857.0,96.0,82.0,59.0,391,956.0,8.0,1021,1004.0,-17.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-14.010054838830648
2015,1,1,4,OO,6571,N886AS,DRO,PHX,615,631.0,16.0,61.0,732.0,84.0,124.0,57.0,351,829.0,6.0,739,835.0,56.0,0,0,,40.0,0.0,0.0,0.0,16.0,2022-11-13 08:33:55.975683,52.692481441362325
2015,1,1,4,EV,4410,N12967,IAH,BNA,854,847.0,-7.0,14.0,901.0,112.0,109.0,87.0,657,1028.0,8.0,1046,1036.0,-10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-7.0619986309319565
2015,1,1,4,AS,650,N409AS,SEA,PHX,1455,1517.0,22.0,10.0,1527.0,161.0,154.0,138.0,1107,1845.0,6.0,1836,1851.0,15.0,0,0,,0.0,0.0,1.0,14.0,0.0,2022-11-13 08:33:55.975683,-4.596251503819103
2015,1,1,4,AA,1090,N3BRAA,SNA,DFW,1000,1012.0,12.0,9.0,1021.0,170.0,163.0,142.0,1205,1443.0,12.0,1450,1455.0,5.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-4.9723262809477795
2015,1,1,4,B6,71,N524JB,JFK,SLC,1839,1921.0,42.0,21.0,1942.0,318.0,313.0,289.0,1990,2231.0,3.0,2157,2234.0,37.0,0,0,,0.0,0.0,32.0,5.0,0.0,2022-11-13 08:33:55.975683,-3.4867429423587257
2015,1,1,4,OO,2598,N868CA,LAX,TUS,1140,1133.0,-7.0,15.0,1148.0,85.0,88.0,69.0,451,1357.0,4.0,1405,1401.0,-4.0,0,0,,,,,,,2022-11-13 08:33:55.975683,9.069829839011222
2015,1,1,4,AA,1697,N023AA,MIA,STL,1400,1541.0,101.0,17.0,1558.0,175.0,171.0,150.0,1068,1728.0,4.0,1555,1732.0,97.0,0,0,,0.0,0.0,16.0,81.0,0.0,2022-11-13 08:33:55.975683,56.21520641601985
2015,1,1,4,F9,341,N935FR,DEN,BZN,2130,2229.0,59.0,33.0,2302.0,101.0,117.0,78.0,524,20.0,6.0,2311,26.0,75.0,0,0,,39.0,0.0,0.0,36.0,0.0,2022-11-13 08:33:55.975683,37.024155251724075
2015,1,1,4,WN,2602,N913WN,SNA,SJC,1750,1811.0,21.0,7.0,1818.0,70.0,66.0,55.0,342,1913.0,4.0,1900,1917.0,17.0,0,0,,0.0,0.0,0.0,17.0,0.0,2022-11-13 08:33:55.975683,0.461515885563998
2015,1,1,4,AA,272,N3CPAA,SFO,MIA,2350,119.0,89.0,16.0,135.0,315.0,322.0,297.0,2585,932.0,9.0,805,941.0,96.0,0,0,,7.0,0.0,0.0,89.0,0.0,2022-11-13 08:33:55.975683,64.4026527323286
2015,1,1,4,AA,309,N4YDAA,DFW,BNA,700,652.0,-8.0,31.0,723.0,100.0,112.0,74.0,631,837.0,7.0,840,844.0,4.0,0,0,,,,,,,2022-11-13 08:33:55.975683,97.06404678592654
2015,1,1,4,DL,1629,N933DL,ATL,BOS,1625,1618.0,-7.0,16.0,1634.0,153.0,143.0,120.0,946,1834.0,7.0,1858,1841.0,-17.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-18.403648553982332
2015,1,1,4,OO,4975,N786SK,SFO,TUS,1046,1043.0,-3.0,44.0,1127.0,121.0,146.0,99.0,751,1406.0,3.0,1347,1409.0,22.0,0,0,,22.0,0.0,0.0,0.0,0.0,2022-11-13 08:33:55.975683,7.92277054795904
2015,1,1,4,WN,776,N418WN,TPA,PHL,2150,2145.0,-5.0,9.0,2154.0,145.0,128.0,114.0,920,2348.0,5.0,15,2353.0,-22.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-22.607772962224296
2015,1,1,4,B6,691,N649JB,BOS,TPA,1623,1620.0,-3.0,16.0,1636.0,214.0,206.0,184.0,1185,1940.0,6.0,1957,1946.0,-11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,8.925608978350361
2015,1,1,4,HA,144,N480HA,LIH,HNL,1204,1201.0,-3.0,7.0,1208.0,33.0,34.0,20.0,102,1228.0,7.0,1237,1235.0,-2.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-20.699609192522615
2015,1,1,4,EV,4672,N11107,EWR,STL,1538,1548.0,10.0,10.0,1558.0,178.0,178.0,163.0,872,1741.0,5.0,1736,1746.0,10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-7.407186831114494
2015,1,1,4,EV,5110,N839AS,CHO,ATL,1223,1218.0,-5.0,9.0,1227.0,101.0,89.0,75.0,457,1342.0,5.0,1404,1347.0,-17.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-8.188299099797053
2015,1,1,4,WN,507,N764SW,PIT,LAS,1515,1515.0,0.0,13.0,1528.0,295.0,301.0,282.0,1910,1710.0,6.0,1710,1716.0,6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-5.015028050014841
2015,1,1,4,F9,565,N928FR,MOT,DEN,1345,1346.0,1.0,9.0,1355.0,113.0,104.0,85.0,604,1420.0,10.0,1438,1430.0,-8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,25.745992775673596
2015,1,1,4,WN,311,N258WN,LAX,TUS,2110,2154.0,44.0,12.0,2206.0,75.0,79.0,63.0,451,9.0,4.0,2325,13.0,48.0,0,0,,4.0,0.0,2.0,42.0,0.0,2022-11-13 08:33:55.975683,67.57191995565613
2015,1,1,4,US,1931,N828AW,CLT,MEM,925,916.0,-9.0,29.0,945.0,109.0,120.0,88.0,511,1013.0,3.0,1014,1016.0,2.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-20.053065988835854
2015,1,1,4,US,2093,N567UW,CLT,DFW,1115,1116.0,1.0,12.0,1128.0,169.0,178.0,155.0,936,1303.0,11.0,1304,1314.0,10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-29.725728665525818
2015,1,1,4,US,2030,N945UW,PHL,PIT,1345,1343.0,-2.0,19.0,1402.0,73.0,73.0,51.0,268,1453.0,3.0,1458,1456.0,-2.0,0,0,,,,,,,2022-11-13 08:33:55.975683,21.521541422562503
2015,1,1,4,AS,37,N469AS,MSP,SEA,1630,1625.0,-5.0,37.0,1702.0,225.0,235.0,194.0,1399,1816.0,4.0,1815,1820.0,5.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-9.0378755911324
2015,1,1,4,F9,1105,N211FR,FLL,CLE,940,935.0,-5.0,15.0,950.0,170.0,175.0,152.0,1062,1222.0,8.0,1230,1230.0,0.0,0,0,,,,,,,2022-11-13 08:33:55.975683,9.873740916542626
2015,1,1,4,WN,500,N782SA,STL,BWI,805,,,,,120.0,,,738,,,1105,,,0,1,A,,,,,,2022-11-13 08:33:55.975683,-10.021397362267152
2015,1,1,4,EV,5721,N835AS,IAD,BDL,1718,1714.0,-4.0,30.0,1744.0,79.0,87.0,54.0,326,1838.0,3.0,1837,1841.0,4.0,0,0,,,,,,,2022-11-13 08:33:55.975683,5.571111012924242
2015,1,1,4,OO,6234,N980SW,ABQ,SFO,810,809.0,-1.0,29.0,838.0,165.0,183.0,129.0,896,947.0,25.0,955,1012.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0,2022-11-13 08:33:55.975683,-15.159280515658155
2015,1,1,4,AA,320,N4XPAA,EWR,DFW,1445,1450.0,5.0,16.0,1506.0,245.0,251.0,222.0,1372,1748.0,13.0,1750,1801.0,11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-4.585361617028552
2015,1,1,4,UA,1227,N36472,EWR,RSW,856,854.0,-2.0,19.0,913.0,190.0,186.0,163.0,1068,1156.0,4.0,1206,1200.0,-6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,40.66817713773678
2015,1,1,4,WN,1276,N655WN,SFO,LAX,1625,1657.0,32.0,10.0,1707.0,80.0,71.0,54.0,337,1801.0,7.0,1745,1808.0,23.0,0,0,,0.0,0.0,0.0,23.0,0.0,2022-11-13 08:33:55.975683,-14.663840812480522
2015,1,1,4,EV,4865,N12530,IAH,BTR,1015,1012.0,-3.0,13.0,1025.0,61.0,58.0,38.0,253,1103.0,7.0,1116,1110.0,-6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-19.053264199900504
2015,1,1,4,OO,6342,N568SW,SAN,LAX,2048,2038.0,-10.0,5.0,2043.0,49.0,46.0,28.0,109,2111.0,13.0,2137,2124.0,-13.0,0,0,,,,,,,2022-11-13 08:33:55.975683,169.14897042933643
2015,1,1,4,US,704,N569UW,LAX,CLT,1145,1141.0,-4.0,20.0,1201.0,270.0,260.0,231.0,2125,1852.0,9.0,1915,1901.0,-14.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-9.11317424177895
2015,1,1,4,AA,1599,N3EMAA,MIA,LGA,1410,1404.0,-6.0,17.0,1421.0,179.0,170.0,147.0,1096,1648.0,6.0,1709,1654.0,-15.0,0,0,,,,,,,2022-11-13 08:33:55.975683,5.190089769428058
2015,1,1,4,US,2059,N835AW,CLT,MIA,1440,1515.0,35.0,28.0,1543.0,124.0,125.0,91.0,650,1714.0,6.0,1644,1720.0,36.0,0,0,,1.0,0.0,16.0,19.0,0.0,2022-11-13 08:33:55.975683,31.854351476602258
2015,1,1,4,EV,4392,N17108,IAH,COS,907,902.0,-5.0,11.0,913.0,150.0,138.0,119.0,809,1012.0,8.0,1037,1020.0,-17.0,0,0,,,,,,,2022-11-13 08:33:55.975683,18.021284920719324
2015,1,1,4,DL,611,N187DN,LAX,HNL,830,825.0,-5.0,14.0,839.0,358.0,363.0,345.0,2556,1224.0,4.0,1228,1228.0,0.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-27.29224981295106
2015,1,1,4,WN,4119,N552WN,TPA,SDF,1850,1850.0,0.0,10.0,1900.0,125.0,116.0,101.0,727,2041.0,5.0,2055,2046.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,8.156283395980696
2015,1,1,4,OO,7368,N455SW,APN,DTW,1343,1420.0,37.0,8.0,1428.0,67.0,53.0,33.0,198,1501.0,12.0,1450,1513.0,23.0,0,0,,0.0,0.0,0.0,23.0,0.0,2022-11-13 08:33:55.975683,16.043229288426442
2015,1,1,4,EV,4693,N14902,EWR,PVD,1315,1316.0,1.0,11.0,1327.0,62.0,45.0,29.0,160,1356.0,5.0,1417,1401.0,-16.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-21.700475655020632
2015,1,1,4,UA,741,N854UA,LGA,ORD,1600,1556.0,-4.0,10.0,1606.0,163.0,140.0,121.0,733,1707.0,9.0,1743,1716.0,-27.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-5.697879245704418
2015,1,1,4,EV,5502,N937EV,ATL,BTR,1750,1747.0,-3.0,12.0,1759.0,96.0,90.0,74.0,448,1813.0,4.0,1826,1817.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-15.061605028354174
2015,1,1,4,UA,1580,N18243,OGG,SFO,2308,2324.0,16.0,13.0,2337.0,298.0,283.0,265.0,2338,602.0,5.0,606,607.0,1.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-91.46366421207598
2015,1,1,4,US,465,N184US,PHX,ORD,845,853.0,8.0,20.0,913.0,202.0,192.0,160.0,1440,1253.0,12.0,1307,1305.0,-2.0,0,0,,,,,,,2022-11-13 08:33:55.975683,2.5384191603121646
2015,1,1,4,DL,1357,N965DN,MSP,DTW,1745,1743.0,-2.0,9.0,1752.0,104.0,78.0,63.0,528,1955.0,6.0,2029,2001.0,-28.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-80.78713587757593
2015,1,1,4,AA,246,N5DEAA,KOA,LAX,2235,2229.0,-6.0,15.0,2244.0,310.0,301.0,274.0,2504,518.0,12.0,545,530.0,-15.0,0,0,,,,,,,2022-11-13 08:33:55.975683,12.642069385663644
2015,1,1,4,WN,2131,N213WN,MDW,CMH,2135,2146.0,11.0,10.0,2156.0,65.0,66.0,40.0,283,2336.0,16.0,2340,2352.0,12.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-4.920192433051622
2015,1,1,4,US,1741,N746UW,TPA,DCA,1920,1906.0,-14.0,15.0,1921.0,126.0,125.0,106.0,814,2107.0,4.0,2126,2111.0,-15.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-7.218293848465027
2015,1,1,4,WN,292,N951WN,MCI,DCA,1135,1139.0,4.0,9.0,1148.0,140.0,115.0,102.0,949,1430.0,4.0,1455,1434.0,-21.0,0,0,,,,,,,2022-11-13 08:33:55.975683,104.4096125749255
2015,1,1,4,WN,656,N756SA,OAK,LAS,1745,1751.0,6.0,8.0,1759.0,85.0,80.0,67.0,407,1906.0,5.0,1910,1911.0,1.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-46.62800953117506
2015,1,1,4,WN,972,N761RR,PIT,LAS,745,833.0,48.0,9.0,842.0,310.0,297.0,283.0,1910,1025.0,5.0,955,1030.0,35.0,0,0,,0.0,0.0,35.0,0.0,0.0,2022-11-13 08:33:55.975683,-2.9184641174967343
2015,1,1,4,B6,716,N373JB,JAX,DCA,1315,1310.0,-5.0,10.0,1320.0,104.0,95.0,83.0,634,1443.0,2.0,1459,1445.0,-14.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-16.935908082118434
2015,1,1,4,EV,4291,N13965,CRP,IAH,1600,1557.0,-3.0,31.0,1628.0,59.0,80.0,40.0,201,1708.0,9.0,1659,1717.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0,2022-11-13 08:33:55.975683,-9.734548291515274
2015,1,1,4,WN,456,N386SW,BOI,GEG,1710,1824.0,74.0,7.0,1831.0,65.0,62.0,51.0,287,1822.0,4.0,1715,1826.0,71.0,0,0,,0.0,0.0,9.0,62.0,0.0,2022-11-13 08:33:55.975683,-6.571622641707851
2015,1,1,4,UA,692,N485UA,ORD,LGA,1800,1759.0,-1.0,12.0,1811.0,137.0,105.0,88.0,733,2039.0,5.0,2117,2044.0,-33.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-0.4639325349321208
2015,1,1,4,OO,2644,N423SW,ORD,CHO,2010,2154.0,104.0,17.0,2211.0,110.0,89.0,69.0,567,20.0,3.0,2300,23.0,83.0,0,0,,0.0,0.0,83.0,0.0,0.0,2022-11-13 08:33:55.975683,-0.5030454718543446
2015,1,1,4,AS,506,N644AS,SEA,SNA,745,737.0,-8.0,20.0,757.0,155.0,154.0,130.0,978,1007.0,4.0,1020,1011.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-13.50129577726315
2015,1,1,4,EV,5102,N980EV,BTR,ATL,855,856.0,1.0,14.0,910.0,89.0,79.0,61.0,448,1111.0,4.0,1124,1115.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-9.187525703022278
2015,1,1,4,UA,1086,N27733,DTW,IAH,837,834.0,-3.0,15.0,849.0,199.0,210.0,180.0,1075,1049.0,15.0,1056,1104.0,8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,3.5005625573428185
2015,1,1,4,AA,1564,N3JHAA,PHX,ORD,705,713.0,8.0,14.0,727.0,200.0,182.0,158.0,1440,1105.0,10.0,1125,1115.0,-10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-16.725142444408103
2015,1,1,4,WN,3658,N7737E,HOU,DCA,1935,2008.0,33.0,8.0,2016.0,165.0,154.0,142.0,1218,2338.0,4.0,2320,2342.0,22.0,0,0,,0.0,0.0,15.0,7.0,0.0,2022-11-13 08:33:55.975683,-7.166242735250843
2015,1,1,4,B6,886,N358JB,RDU,JFK,1004,1010.0,6.0,14.0,1024.0,86.0,81.0,63.0,427,1127.0,4.0,1130,1131.0,1.0,0,0,,,,,,,2022-11-13 08:33:55.975683,106.0377167688706
2015,1,1,4,UA,690,N807UA,ORD,LGA,1600,1557.0,-3.0,16.0,1613.0,133.0,109.0,90.0,733,1843.0,3.0,1913,1846.0,-27.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-13.790461616436046
2015,1,1,4,AA,1233,N3HXAA,BOS,DFW,555,551.0,-4.0,15.0,606.0,275.0,269.0,243.0,1562,909.0,11.0,930,920.0,-10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-3.724147890405778
2015,1,1,4,OO,4669,N659BR,BIL,SLC,1305,1257.0,-8.0,10.0,1307.0,84.0,75.0,60.0,387,1407.0,5.0,1429,1412.0,-17.0,0,0,,,,,,,2022-11-13 08:33:55.975683,10.539665917560749
2015,1,1,4,US,501,N668AW,FLL,PHX,915,909.0,-6.0,14.0,923.0,309.0,300.0,282.0,1972,1205.0,4.0,1224,1209.0,-15.0,0,0,,,,,,,2022-11-13 08:33:55.975683,41.32796524938997
