customer_id,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,predicted_churn,decision,churn
27b3ba1e,464,Texas,Male,37,4,155994.15,1,0,0,143665.44,0.9626211057526696,high_risk,yes
27aef6c8,532,California,Male,60,5,76705.87,2,0,1,13889.73,0.7933596346627755,high_risk,yes
27b07192,635,Hawaii,Male,27,3,127009.83,1,1,0,161909.95,0.7881682591098816,high_risk,yes
27ab5f36,602,Florida,Male,34,8,98382.72,1,1,0,39542.0,0.8417414707636295,high_risk,yes
27b0c372,658,Massachusetts,Male,35,9,71829.34,1,1,1,68141.92,0.9296805003063828,high_risk,yes
27b6ae22,629,Florida,Male,32,3,0.0,2,1,1,15404.64,0.8017822843852972,high_risk,yes
27ad56e2,647,New York,Female,51,1,119741.77,2,0,0,54954.51,0.1646629130843152,low_risk,no
27b62e84,850,Texas,Male,29,1,154640.41,1,1,1,164039.51,0.916225533810404,high_risk,yes
27b347f0,588,Texas,Male,41,6,106116.56,2,1,0,198766.61,0.9654209898007698,high_risk,yes
27ac766e,646,Texas,Male,46,1,170826.55,2,1,0,45041.32,0.9195843398961848,high_risk,yes
27b50c52,712,Florida,Male,53,2,111061.01,2,0,0,26542.17,0.7835918968908869,high_risk,yes
27afebaa,739,Texas,Male,54,8,126418.14,1,1,0,134420.75,0.0010047026008022,low_risk,no
27ad69ca,602,Hawaii,Male,59,7,0.0,2,1,1,162347.05,0.9323725897704704,high_risk,yes
27b4ebaa,762,New York,Male,34,4,88815.56,2,1,0,68562.26,0.0013830006193437,low_risk,no
27b6d6fe,778,California,Male,24,4,0.0,2,1,1,162809.2,0.9199302567789231,high_risk,yes
27b41518,850,Hawaii,Male,31,6,67996.23,2,0,0,50129.87,0.2424225645770389,low_risk,no
27b01602,557,Massachusetts,Male,34,3,0.0,1,0,1,123427.98,0.9575483123529376,high_risk,yes
27acf21a,629,California,Female,37,10,99546.25,3,0,1,25136.95,0.022519340675084,low_risk,no
27aa0e7e,764,Texas,Female,39,9,138341.51,1,1,0,50072.94,0.1003779788016384,low_risk,no
27b20d5e,655,New York,Male,41,8,125561.97,1,0,0,164040.94,0.2187024350248338,low_risk,no
27b222c6,754,Hawaii,Male,61,5,146622.35,1,1,1,41815.22,0.175713984887789,low_risk,no
27b09474,792,California,Male,30,1,127187.86,1,1,1,113553.42,0.8091632179668496,high_risk,yes
27aa5690,802,Massachusetts,Male,38,7,0.0,2,0,1,57764.65,0.9036932034178596,high_risk,yes
27adce1a,679,Hawaii,Male,36,6,147733.64,1,0,1,172501.38,0.8545616329438155,high_risk,yes
27b3cf2c,587,New York,Female,38,0,132122.42,2,0,0,31730.32,0.8867060755011142,high_risk,yes
27a8a2fa,663,Hawaii,Male,34,7,0.0,2,1,1,180427.24,0.9921668143368538,high_risk,yes
27ad903a,850,Florida,Female,55,7,0.0,1,0,0,171762.87,0.0544249413450153,low_risk,no
27af6f72,606,Texas,Male,65,10,126306.64,3,0,0,7861.68,0.1230079511254475,low_risk,no
27b12484,487,California,Male,24,7,133628.09,2,1,1,98570.01,0.8279420463227016,high_risk,yes
27afcc10,678,Florida,Female,49,1,0.0,2,1,1,102472.9,0.9332072999070432,high_risk,yes
27b11a48,740,Massachusetts,Female,31,8,0.0,2,0,0,86657.48,0.8263969092979978,high_risk,yes
27ae4994,701,Texas,Female,48,1,92072.68,1,1,1,133992.36,0.9839200036092342,high_risk,yes
27aa826e,425,California,Male,39,4,0.0,2,1,0,197226.32,0.7662990634000665,high_risk,yes
27ac3a50,666,Florida,Female,36,6,0.0,2,1,0,176692.87,0.9938178175889298,high_risk,yes
27b64a0e,569,Hawaii,Male,37,9,178755.84,1,1,0,199929.17,0.8427824358081493,high_risk,yes
27b28a9a,588,New York,Female,30,0,110148.49,1,1,0,5790.9,0.005380342552947,low_risk,no
27b162e6,615,Florida,Male,51,6,81818.49,1,1,1,169149.38,0.9562937766075632,high_risk,yes
27aa52f8,612,Texas,Male,76,6,96166.88,1,1,1,191393.26,0.9357197763533862,high_risk,yes
27b574b2,755,Hawaii,Female,38,1,0.0,2,1,0,20734.81,0.9394877871738928,high_risk,yes
27b62ff6,523,Hawaii,Male,39,3,0.0,2,1,0,6726.53,0.7771982342149282,high_risk,yes
27ae7ebe,604,Florida,Female,35,7,147285.52,1,1,1,57807.05,0.9626462160635272,high_risk,yes
27b60dd2,788,Hawaii,Female,33,5,0.0,2,0,0,116978.19,0.7529317084613847,high_risk,yes
27ac6d7c,555,Texas,Male,41,10,113270.2,2,1,1,185387.14,0.7839822725059338,high_risk,yes
27abda56,683,California,Male,30,10,57657.49,1,0,0,79240.9,0.7835311351846272,high_risk,yes
27b37e96,819,Massachusetts,Female,28,8,168253.21,1,1,1,102799.14,0.7507071149645241,high_risk,yes
27b4411e,758,Hawaii,Male,35,7,0.0,2,1,0,77951.84,0.9292973521485516,high_risk,yes
27b65878,572,Hawaii,Male,24,1,0.0,2,1,1,151460.84,0.9336567304700368,high_risk,yes
27aa254e,613,Texas,Male,38,9,126265.88,2,0,0,15859.95,0.84897081199224,high_risk,yes
27b12ab0,765,Massachusetts,Female,32,9,178095.55,1,0,0,47247.56,0.8074033303897657,high_risk,yes
27b2dbe4,644,California,Female,46,9,95441.27,1,1,0,108761.05,0.0144864038283162,low_risk,no
27b3367a,595,Hawaii,Male,20,4,95830.43,1,1,0,177738.98,0.8378015281379845,high_risk,yes
27b2f124,471,Florida,Male,26,8,0.0,2,1,1,179655.87,0.8722200983364351,high_risk,yes
27b5735e,777,Hawaii,Female,53,10,0.0,2,1,0,189992.97,0.8272946911514784,high_risk,yes
27b24580,580,New York,Male,35,9,121355.19,1,0,1,35671.45,0.92690136605517,high_risk,yes
27adc03c,711,Massachusetts,Female,28,5,0.0,2,1,1,93959.96,0.7848763473350209,high_risk,yes
27b2e2c4,633,Texas,Female,29,8,104944.1,1,1,1,97684.46,0.8621154177154342,high_risk,yes
27b5f4dc,674,New York,Male,43,8,85957.88,2,1,0,8757.39,0.8387510000604325,high_risk,yes
27aa26b6,625,Hawaii,Female,52,2,79468.96,1,1,1,84606.03,0.8399213010316533,high_risk,yes
27b0e244,599,Massachusetts,Male,51,0,0.0,1,1,1,175235.99,0.8794796838013105,high_risk,yes
27b6477a,728,Hawaii,Male,37,0,0.0,2,1,1,72203.8,0.9400052854435356,high_risk,yes
27aca2a6,632,Texas,Male,42,6,59972.26,2,0,1,148172.94,0.9287326019344448,high_risk,yes
27aceae0,718,Florida,Male,40,9,0.0,2,0,0,121537.91,0.81574223402562,high_risk,yes
27af04d8,587,New York,Female,49,7,155393.98,2,1,0,13308.2,0.2445930064984485,low_risk,no
27b410ae,635,California,Female,27,8,127471.56,1,1,1,152916.05,0.2251029551204788,low_risk,no
27adb1aa,656,Hawaii,Female,75,3,0.0,2,1,1,1276.87,0.7894282876651018,high_risk,yes
27b26d76,593,New York,Male,69,2,187013.13,2,0,1,105898.69,0.8685742021485906,high_risk,yes
27aaec5e,711,California,Male,28,8,0.0,2,1,1,64286.39,0.8451864827219581,high_risk,yes
27b39336,531,Texas,Female,64,2,175754.87,2,1,1,60721.4,0.98848915936727,high_risk,yes
27b08baa,832,California,Female,27,10,98590.25,1,1,0,30912.89,0.9817142764176724,high_risk,yes
27aa6540,707,Florida,Male,43,10,0.0,2,1,0,118368.2,0.8191758315742588,high_risk,yes
27afb0e0,758,Florida,Male,35,5,0.0,2,1,0,95009.6,0.9133210157757716,high_risk,yes
27b6ce52,607,New York,Female,37,4,135927.06,1,0,0,180890.4,0.9829734604391454,high_risk,yes
27afd8b8,797,Hawaii,Male,30,10,69413.44,1,1,1,74637.57,0.8676344689138299,high_risk,yes
27b0fde2,605,California,Male,52,7,0.0,2,1,1,173952.5,0.9756829418925472,high_risk,yes
27b709b2,776,Florida,Male,35,8,106365.29,1,1,1,148527.56,0.9599638478509744,high_risk,yes
27a8af66,601,California,Male,38,4,60013.81,1,1,1,38020.05,0.9844323695612992,high_risk,yes
27ae8206,704,Texas,Female,39,1,124640.51,1,1,0,116511.12,0.0805219247816649,low_risk,no
27a99e80,547,New York,Male,32,8,155726.85,1,1,0,67789.99,0.7629535457088282,high_risk,yes
27b264a2,469,Florida,Male,35,5,0.0,2,1,0,186490.37,0.9044026730914436,high_risk,yes
27ae466a,753,California,Female,38,6,142263.45,1,0,1,33730.43,0.7770842470645848,high_risk,yes
27ac538c,596,Massachusetts,Male,41,5,0.0,2,0,1,141053.85,0.8718485028001324,high_risk,yes
27ac7236,734,California,Male,22,5,130056.23,1,0,0,121894.31,0.156779905155203,low_risk,no
27b704da,609,Florida,Male,32,4,99883.16,1,1,1,120594.85,0.7904940425070467,high_risk,yes
27b4da7a,721,Hawaii,Nonbinary,41,7,0.0,2,0,1,61018.85,0.9000943162821615,high_risk,yes
27b462de,538,Florida,Female,42,9,0.0,1,0,0,152855.96,0.8662320047069823,high_risk,yes
27b1e3b0,454,Florida,Male,40,2,123177.01,1,1,0,148309.98,0.8730784279373094,high_risk,yes
27ae09ac,586,Massachusetts,Female,28,2,0.0,2,1,1,92067.35,0.7945627225680012,high_risk,yes
27aa9114,710,Texas,Male,45,9,108231.37,1,1,1,188574.08,0.8075227829330782,high_risk,yes
27a87f5a,632,Florida,Female,40,3,109740.62,1,1,0,141896.74,0.8228827561431908,high_risk,yes
27ab44ba,559,Hawaii,Female,38,8,95139.41,1,1,1,86575.46,0.8192982449137443,high_risk,yes
27b0e3ac,559,Florida,Male,25,5,0.0,2,1,1,163221.22,0.8607459624309504,high_risk,yes
27ae147e,577,California,Female,26,1,180530.51,1,0,0,123454.62,0.8795810974311865,high_risk,yes
27add5a4,745,Hawaii,Female,36,9,0.0,1,1,0,19605.18,0.1032286722173396,low_risk,no
27b6c1d2,604,Texas,Female,42,10,166031.45,1,1,0,98293.14,0.9383616831953184,high_risk,yes
27b42b8e,588,New York,Male,33,9,150186.22,2,1,1,65611.01,0.8301042810583861,high_risk,yes
27acc362,682,California,Female,48,7,0.0,2,1,0,65069.03,0.8875409708653672,high_risk,yes
27b37338,605,New York,Male,28,10,113690.83,1,1,0,33114.24,0.8476774874810548,high_risk,yes
27b37766,434,New York,Male,55,8,109339.17,2,1,0,96405.88,0.2495854371823393,low_risk,no
27ac0cce,777,Hawaii,Male,36,7,0.0,1,1,0,106472.34,0.7782812812654345,high_risk,yes
27a9395e,545,California,Female,55,5,0.0,1,0,0,10034.77,0.0033670908235649,low_risk,no
27b4ec54,614,Hawaii,Female,43,6,0.0,2,1,1,109041.53,0.7719251208337085,high_risk,yes
27b5b4f4,690,Hawaii,Female,26,5,157624.84,1,1,1,49599.27,0.7766764300250545,high_risk,yes
27ab4df2,702,Hawaii,Female,46,9,98444.19,1,0,1,109563.28,0.7955086148538689,high_risk,yes
27b46aa4,461,California,Nonbinary,35,5,0.0,1,1,1,54209.02,0.8495238476352532,high_risk,yes
27a92996,523,Hawaii,Male,45,5,0.0,2,1,1,121428.2,0.8720927341852296,high_risk,yes
27aa0ba4,621,Florida,Male,41,5,104631.67,1,1,1,95551.22,0.8122704470177965,high_risk,yes
27aaad7a,669,Hawaii,Male,23,1,0.0,2,0,0,66088.83,0.8401941063258136,high_risk,yes
27b4f5aa,526,New York,Male,31,5,145537.21,1,1,0,132404.64,0.9323330833720348,high_risk,yes
27b0a00e,513,California,Male,40,3,141004.46,1,1,0,105028.46,0.7559667011596842,high_risk,yes
27b24c24,565,Hawaii,Male,38,5,0.0,2,0,1,80630.32,0.7839914360226279,high_risk,yes
27aa7062,742,New York,Female,44,8,107926.02,1,0,1,17375.27,0.0526218801628994,low_risk,no
27b265ba,661,Florida,Male,38,7,143006.7,1,1,1,15650.89,0.9102208466538352,high_risk,yes
27a9c608,636,Hawaii,Male,31,6,0.0,2,1,1,2382.61,0.974197904108668,high_risk,yes
27b3386e,753,Hawaii,Female,50,4,0.0,2,1,1,861.4,0.7835496797634389,high_risk,yes
27aead08,690,California,Female,35,9,107944.33,2,0,0,48478.47,0.9526771183631708,high_risk,yes
27afc864,689,Massachusetts,Female,57,4,0.0,2,1,0,136649.8,0.1749667233856938,low_risk,no
27ad57fa,618,New York,Male,42,8,153572.31,2,1,1,76679.6,0.9891682545462176,high_risk,yes
27b3d71a,605,California,Male,36,7,128829.25,1,1,0,190588.59,0.9448838517953716,high_risk,yes
27a9f95c,645,California,Female,48,7,90612.34,1,1,1,149139.13,0.8000845257981739,high_risk,yes
27a8dd4c,686,Florida,Male,38,7,111484.88,1,1,1,76076.2,0.7595642269591514,high_risk,yes
27b5d8ee,644,Florida,Male,49,10,0.0,2,1,1,145089.64,0.8865335687016815,high_risk,yes
27b4eaf6,820,Massachusetts,Female,31,2,94222.53,1,1,0,103570.8,0.856128517461083,high_risk,yes
27ae623a,517,Massachusetts,Female,29,5,0.0,2,1,0,103402.88,0.8299152635261365,high_risk,yes
27b2d63a,647,New York,Male,37,3,116509.99,1,1,1,149517.71,0.0911015705568535,low_risk,no
27b00cca,705,New York,Male,41,4,72252.64,2,1,1,142514.66,0.8249188245841262,high_risk,yes
27b5abc6,800,California,Female,40,3,75893.11,2,1,0,132562.23,0.8022387009526658,high_risk,yes
27b1a030,730,Hawaii,Female,27,7,0.0,2,1,0,144099.48,0.9434461962832016,high_risk,yes
27acc056,585,California,Female,67,5,113978.97,2,0,1,93146.11,0.9499135232691052,high_risk,yes
27aa9aec,772,Hawaii,Male,43,6,0.0,2,1,1,57675.88,0.7658355348356191,high_risk,yes
27b28af4,584,Florida,Female,37,8,0.0,2,0,1,100835.19,0.8272553342690899,high_risk,yes
27ac79b6,643,Florida,Female,45,9,150840.03,2,1,0,155516.35,0.91407959017908,high_risk,yes
27b65742,706,Florida,Male,42,9,0.0,2,1,1,28714.34,0.7746828834145105,high_risk,yes
27ad3216,614,New York,Female,37,6,96340.81,2,1,1,139377.24,0.0574567990823505,low_risk,no
27aa7bd4,622,Florida,Male,37,4,0.0,2,1,0,4459.5,0.7752011284323231,high_risk,yes
27b1a35a,516,Texas,Female,33,10,138847.9,1,1,1,127256.7,0.8725320223538241,high_risk,yes
27b1c970,726,California,Female,38,4,0.0,2,0,0,6787.48,0.8056612615358242,high_risk,yes
27b04e74,654,California,Male,42,7,99263.09,1,1,1,67607.9,0.9533598967679928,high_risk,yes
27b395de,654,Hawaii,Male,37,6,83568.55,1,1,0,47046.72,0.7775910357235822,high_risk,yes
27b3b460,679,Florida,Female,35,8,119182.73,1,0,0,121210.09,0.865006515098026,high_risk,yes
27b4fe88,559,Florida,Female,39,2,0.0,2,1,1,121151.1,0.8489149004663086,high_risk,yes
27b68154,525,Texas,Male,33,4,131023.76,2,0,0,55072.93,0.9931070816001192,high_risk,yes
27b41e8c,539,Hawaii,Male,39,1,0.0,1,1,1,28184.7,0.7834437564823414,high_risk,yes
27ae53ee,719,Massachusetts,Male,44,4,0.0,1,0,0,84972.9,0.2273446054034239,low_risk,no
27ac1b74,836,New York,Female,32,4,109196.67,2,1,0,55218.02,0.9378485141661912,high_risk,yes
27ae0948,544,Hawaii,Female,45,6,0.0,2,0,1,151401.33,0.827297133237096,high_risk,yes
27ada9b2,628,Texas,Male,29,3,113146.98,2,0,1,124749.08,0.8711563438643581,high_risk,yes
27aff6f4,520,Massachusetts,Male,45,7,107023.03,1,1,0,32903.93,0.8588102815488734,high_risk,yes
27b0cf8e,640,Massachusetts,Male,47,6,89047.14,1,1,0,116286.25,0.8868543233117827,high_risk,yes
27b4529e,568,Florida,Female,27,1,116320.68,1,0,1,45563.94,0.9226254731400264,high_risk,yes
27b1b0e8,567,Hawaii,Male,38,6,127678.8,2,0,0,45422.89,0.8120387471371411,high_risk,yes
27aabfe0,632,California,Male,50,2,0.0,2,0,0,57942.88,0.9886422127834308,high_risk,yes
27b6a8aa,850,Massachusetts,Male,30,2,0.0,2,0,1,27937.12,0.9573287769194204,high_risk,yes
27a95f1a,466,Texas,Female,47,5,102085.72,1,1,1,183536.24,0.0029167188398634,low_risk,no
27b32e50,683,Hawaii,Female,30,2,0.0,2,0,1,100496.84,0.1662322288655949,low_risk,no
27b168ea,682,California,Male,44,3,115282.3,1,0,0,23766.4,0.8162774647177654,high_risk,yes
27ae691a,748,California,Female,34,8,0.0,2,1,0,53584.03,0.8370924868810732,high_risk,yes
27b373ec,756,California,Male,60,2,0.0,1,1,1,166513.49,0.0119211465807491,low_risk,no
27b63ca8,735,California,Female,38,1,0.0,3,0,0,92220.12,0.0147019217335198,low_risk,no
27adfcc8,520,Texas,Female,31,3,108914.17,1,1,1,183572.39,0.0767118331593245,low_risk,no
27b059b4,600,California,Female,41,1,0.0,2,1,1,91193.65,0.9313885932955348,high_risk,yes
27abe69a,613,Florida,Male,35,4,123557.65,2,0,1,170903.4,0.8894881361047124,high_risk,yes
27ac09cc,735,Florida,Male,55,2,103176.62,1,0,1,163516.16,0.8186562042711631,high_risk,yes
27ab4956,726,California,Male,28,2,0.0,1,0,0,98060.51,0.924106982011146,high_risk,yes
27b6529c,635,Florida,Female,41,10,0.0,2,1,1,61994.2,0.8598063571331125,high_risk,yes
27aa00f0,627,California,Female,55,2,159441.27,1,1,0,100686.11,0.0866438170107452,low_risk,no
27b1a440,499,California,Female,46,6,0.0,2,1,0,73457.55,0.8317657739369159,high_risk,yes
27b522d2,735,Massachusetts,Male,50,9,0.0,1,0,0,166677.35,0.1057140753395828,low_risk,no
27ae24e6,796,California,Male,24,8,0.0,2,1,0,61349.37,0.7687366099966304,high_risk,yes
27ad2dac,751,Florida,Male,33,4,79281.61,1,1,0,117547.76,0.9169570942720278,high_risk,yes
27b3c98c,695,Florida,Nonbinary,35,7,0.0,2,1,0,160387.98,0.920181107985972,high_risk,yes
27ac6c14,625,New York,Female,49,4,128504.76,1,1,0,126812.63,0.123145444300649,low_risk,no
27aa3af2,821,Hawaii,Male,28,2,0.0,2,1,0,46072.52,0.7796265261358722,high_risk,yes
27b333f0,668,New York,Female,28,1,124511.01,1,0,0,114258.18,0.7800814217432113,high_risk,yes
27b0bee0,746,California,Female,21,8,166883.07,2,0,1,194563.65,0.96569678404296,high_risk,yes
27a87ca8,641,California,Male,35,5,0.0,2,1,0,93148.93,0.847725427660645,high_risk,yes
27ab4582,669,Massachusetts,Male,29,9,0.0,1,1,1,93901.61,0.771465563102629,high_risk,yes
27ac4c02,636,New York,Female,48,3,120568.41,1,1,0,190160.04,0.0612414954545422,low_risk,no
27aa2738,790,Florida,Male,29,3,46057.96,2,1,1,189777.66,0.8548105520206272,high_risk,yes
27b24c56,661,Hawaii,Female,27,3,0.0,2,1,1,76889.79,0.9878348082439689,high_risk,yes
27b043a2,544,California,Female,21,10,161525.96,2,1,0,9262.77,0.7533004590821604,high_risk,yes
27af82c8,697,California,Male,27,8,141223.68,2,1,0,90591.15,0.7982427140185231,high_risk,yes
27aa5384,835,New York,Male,18,2,142872.36,1,1,1,117632.63,0.9634605482746812,high_risk,yes
27b40320,630,New York,Female,34,9,106937.05,2,1,0,138275.01,0.9144783479216896,high_risk,yes
27b0f144,850,New York,Male,31,4,146587.3,1,1,1,89874.82,0.9932224140961372,high_risk,yes
27adeeea,689,New York,Female,55,1,76296.81,1,1,0,42364.75,0.1796719421783064,low_risk,no
27b3d7a6,709,New York,Male,45,4,122917.71,1,1,1,11.58,0.1460215484067834,low_risk,no
27ace9a0,745,California,Female,55,9,110123.59,1,0,1,51548.14,0.1991108376449076,low_risk,no
27acde60,535,Hawaii,Male,33,2,133040.32,1,1,1,110299.78,0.951892293899998,high_risk,yes
27b68258,529,California,Male,32,9,147493.89,1,1,0,33656.35,0.9822652231007308,high_risk,yes
27aa7fee,586,Florida,Female,33,10,66948.67,2,1,1,140759.03,0.8828394791115219,high_risk,yes
27b2ae08,601,Florida,Female,44,4,0.0,2,1,0,58561.31,0.9792480995013586,high_risk,yes
27af6a36,792,California,Female,42,0,99045.93,2,1,0,47160.01,0.8891670884742537,high_risk,yes
27b0546e,549,Texas,Male,54,5,92877.33,1,1,0,2619.64,0.0882047765478695,low_risk,no
27af6752,670,Hawaii,Male,36,7,0.0,2,0,0,59571.5,0.986608805219152,high_risk,yes
27aec6c6,747,Hawaii,Female,21,4,81025.6,2,1,0,167682.57,0.8351725044609135,high_risk,yes
27b0c71e,664,New York,Male,39,7,60263.23,1,1,0,170835.32,0.8762901194975367,high_risk,yes
27b0dae2,506,Massachusetts,Male,50,3,0.0,2,1,0,12016.79,0.8461801754309348,high_risk,yes
27b6aa76,696,Massachusetts,Female,43,4,0.0,2,1,1,66406.37,0.8746107742754048,high_risk,yes
27adcf28,681,California,Male,36,5,141952.07,1,1,1,185144.08,0.9336746459389776,high_risk,yes
27b04dca,588,New York,Female,34,10,129417.82,1,1,0,153727.32,0.9684487863527046,high_risk,yes
27aac012,604,Florida,Female,71,10,0.0,2,1,1,129984.2,0.8875872227424767,high_risk,yes
27b0c1e2,633,Hawaii,Female,44,7,0.0,2,1,0,29761.29,0.9957934255805074,high_risk,yes
27b202b4,726,Hawaii,Female,31,9,114722.05,2,1,1,98178.57,0.8750796223410297,high_risk,yes
27b423f0,598,Florida,Male,34,0,104488.17,1,0,1,43249.67,0.8716252961744391,high_risk,yes
27abd880,655,California,Female,37,7,111852.84,2,1,0,10511.13,0.8997639913621849,high_risk,yes
27b53fc4,602,California,Male,34,5,0.0,2,1,1,77414.45,0.8631673307713531,high_risk,yes
27acf8b4,608,Hawaii,Female,28,9,0.0,2,1,1,125062.02,0.8685707862879506,high_risk,yes
27b0b530,596,California,Male,21,4,210433.08,2,0,1,197297.77,0.2361401529354549,low_risk,no
27aa1c7a,621,New York,Male,40,8,174126.75,3,1,0,172490.78,0.217747311498769,low_risk,no
27acfeb8,731,Florida,Male,42,9,101043.63,1,1,1,192175.52,0.7774570888278911,high_risk,yes
27aad2aa,763,California,Female,31,4,0.0,2,0,0,50404.72,0.8302663782029047,high_risk,yes
27b3ec78,633,Texas,Male,40,5,86172.81,2,1,1,117279.49,0.8018209429146947,high_risk,yes
27b587fe,475,California,Female,45,0,134264.04,1,1,0,27822.99,0.0812334305392809,low_risk,no
27af3944,683,California,Male,33,8,0.0,1,0,0,73564.44,0.9428302661345512,high_risk,yes
27b3b87a,673,Hawaii,Male,47,1,0.0,2,0,0,108762.16,0.8485048919883031,high_risk,yes
27afa492,524,Texas,Female,31,8,107818.63,1,1,0,199725.39,0.0484760279092206,low_risk,no
27ab9a6e,850,Texas,Female,44,5,128605.32,1,0,1,171096.2,0.8724856402022055,high_risk,yes
27b42ec2,793,Massachusetts,Male,29,8,96674.55,2,0,0,192120.66,0.7684243841443291,high_risk,yes
27b4907e,687,Texas,Male,38,4,117633.28,1,0,1,88396.6,0.9189203534598872,high_risk,yes
27b14e82,580,Hawaii,Female,35,1,102097.33,1,0,1,168285.85,0.8095894926886925,high_risk,yes
27ac0abc,529,Massachusetts,Female,44,1,0.0,2,0,0,14161.3,0.8498987385598455,high_risk,yes
27b5ee7e,635,Florida,Male,46,8,0.0,2,1,1,60739.16,0.868653169782591,high_risk,yes
27ac3802,794,California,Male,33,0,0.0,2,0,0,178122.71,0.967962713496456,high_risk,yes
27b435de,642,Massachusetts,Male,26,8,144238.7,1,1,1,184399.76,0.8172207739849715,high_risk,yes
27b2f98a,712,California,Female,27,2,133009.51,1,1,0,126809.15,0.8888523264254049,high_risk,yes
27b33e4a,685,Massachusetts,Male,43,4,97392.18,2,1,0,43956.83,0.8429690290319143,high_risk,yes
27b06954,726,Massachusetts,Female,27,7,123826.07,1,0,1,78970.58,0.9791059337463274,high_risk,yes
27aca990,723,Texas,Male,37,3,94661.53,2,1,0,121239.65,0.9589550981872164,high_risk,yes
27b4b176,461,California,Female,28,8,0.0,1,1,1,103349.74,0.9630161121534548,high_risk,yes
27b5c750,540,Texas,Male,37,3,129965.18,1,0,0,19374.08,0.7997718558234221,high_risk,yes
27b18992,749,Florida,Female,46,9,66582.81,1,1,0,78753.12,0.0928053229990944,low_risk,no
27a99f66,657,California,Female,37,2,0.0,2,1,1,7667.48,0.7843657179988778,high_risk,yes
27b1d5fa,510,California,Female,45,10,103821.47,2,0,1,77878.62,0.8452954885085742,high_risk,yes
27aaefe2,603,Texas,Male,35,1,105346.03,2,1,1,130379.5,0.9686761675714004,high_risk,yes
27b1eea0,631,Florida,Female,41,0,0.0,1,0,0,87959.83,0.9743998127003296,high_risk,yes
27ab6fe4,620,Texas,Male,40,5,108197.11,2,1,0,49722.34,0.995196293646911,high_risk,yes
27b448c6,777,Hawaii,Female,42,5,147531.82,1,1,1,38819.45,0.8837818693201864,high_risk,yes
27b5f7a2,593,Florida,Male,43,10,0.0,2,0,0,53478.02,0.8129692196517294,high_risk,yes
27ad9f94,844,Hawaii,Female,41,10,76319.64,1,1,1,141175.18,0.0229976990250354,low_risk,no
27b2e42c,615,New York,Male,39,5,113193.51,2,1,1,52166.25,0.8857955705155645,high_risk,yes
27b70fde,692,Hawaii,Female,34,7,0.0,2,1,0,195074.62,0.9351452551561468,high_risk,yes
27b2109c,714,Massachusetts,Male,33,8,122017.19,1,0,0,162515.17,0.8900640180177303,high_risk,yes
27b6c93e,604,Massachusetts,Male,43,2,145081.72,1,1,1,23881.62,0.7658564574246987,high_risk,yes
27ac5d3c,553,Massachusetts,Female,39,1,142876.98,2,1,0,44363.42,0.8961029254883588,high_risk,yes
27b33ce2,502,Hawaii,Male,33,8,0.0,2,1,1,123509.01,0.8069851101439292,high_risk,yes
27b1e388,640,Massachusetts,Male,62,3,0.0,1,1,1,101663.47,0.8344129215762608,high_risk,yes
27b23068,815,Hawaii,Male,35,4,0.0,2,0,1,198490.33,0.9727589790591836,high_risk,yes
27a91f3c,510,California,Female,32,1,0.0,2,0,1,28515.17,0.9995190127871132,high_risk,yes
27aea6be,570,Florida,Male,34,10,0.0,2,0,1,183387.12,0.8938551155654086,high_risk,yes
27aff6c2,833,Texas,Male,29,1,96462.25,2,0,1,48986.18,0.9606554712750028,high_risk,yes
27aee5f2,759,Hawaii,Nonbinary,39,6,0.0,2,1,1,140497.67,0.8359429633303217,high_risk,yes
27b5866e,488,Hawaii,Male,43,10,112751.13,1,1,1,28332.0,0.8034672320001702,high_risk,yes
27b5621a,579,California,Female,33,1,118392.75,1,1,1,157564.75,0.9757068909949242,high_risk,yes
27a94160,559,Florida,Female,31,1,139183.06,1,0,1,143360.56,0.98629824257232,high_risk,yes
27b6a92c,596,Texas,Male,54,1,123544.0,1,1,1,120314.75,0.2260028707977869,low_risk,no
27ae2252,607,New York,Female,39,8,105103.33,1,1,0,104721.5,0.1619785018823114,low_risk,no
27af1306,680,Hawaii,Male,44,3,0.0,2,1,0,86935.08,0.9646757289472816,high_risk,yes
27aa18e2,587,Texas,Female,45,8,134980.74,1,1,1,123309.57,0.1800173757796777,low_risk,no
27b47b02,482,California,Female,35,2,133111.73,1,0,1,79957.95,0.7966238025548911,high_risk,yes
27a98b84,603,California,Male,31,1,129743.75,1,1,0,109145.2,0.9681414158977744,high_risk,yes
27b487b4,768,Massachusetts,Female,42,3,0.0,1,0,0,161242.99,0.0461874355077061,low_risk,no
27b4eb1e,707,California,Female,42,10,0.0,2,1,1,152944.39,0.93223473391623,high_risk,yes
27ac9f90,630,Florida,Female,39,7,135483.17,1,1,0,140881.2,0.0093539069838973,low_risk,no
27b587a4,773,Massachusetts,Female,41,5,0.0,1,1,0,28266.9,0.1799509035643496,low_risk,no
27b47260,734,Texas,Male,33,5,121898.58,1,1,0,61829.89,0.9080624116352726,high_risk,yes
27a97518,649,California,Male,45,7,0.0,2,0,1,75204.21,0.9073862664869512,high_risk,yes
27acf968,606,Texas,Female,41,4,132670.53,1,1,0,156476.36,0.1628606235365718,low_risk,no
27abfae0,556,Texas,Male,42,0,115915.53,2,0,1,125435.47,0.0388408667799901,low_risk,no
