creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn,decisions
734,California,Male,22,5,130056.23,1,0,0,121894.31,no,high_risk
609,Florida,Male,32,4,99883.16,1,1,1,120594.85,yes,low_risk
721,Hawaii,Nonbinary,41,7,0.0,2,0,1,61018.85,yes,low_risk
538,Florida,Female,42,9,0.0,1,0,0,152855.96,yes,low_risk
454,Florida,Male,40,2,123177.01,1,1,0,148309.98,yes,low_risk
586,Massachusetts,Female,28,2,0.0,2,1,1,92067.35,yes,low_risk
710,Texas,Male,45,9,108231.37,1,1,1,188574.08,yes,low_risk
632,Florida,Female,40,3,109740.62,1,1,0,141896.74,yes,low_risk
559,Hawaii,Female,38,8,95139.41,1,1,1,86575.46,yes,low_risk
559,Florida,Male,25,5,0.0,2,1,1,163221.22,yes,low_risk
577,California,Female,26,1,180530.51,1,0,0,123454.62,yes,low_risk
745,Hawaii,Female,36,9,0.0,1,1,0,19605.18,no,high_risk
604,Texas,Female,42,10,166031.45,1,1,0,98293.14,yes,low_risk
588,New York,Male,33,9,150186.22,2,1,1,65611.01,yes,low_risk
682,California,Female,48,7,0.0,2,1,0,65069.03,yes,low_risk
605,New York,Male,28,10,113690.83,1,1,0,33114.24,yes,low_risk
434,New York,Male,55,8,109339.17,2,1,0,96405.88,no,high_risk
777,Hawaii,Male,36,7,0.0,1,1,0,106472.34,yes,low_risk
545,California,Female,55,5,0.0,1,0,0,10034.77,no,high_risk
614,Hawaii,Female,43,6,0.0,2,1,1,109041.53,yes,low_risk
690,Hawaii,Female,26,5,157624.84,1,1,1,49599.27,yes,low_risk
702,Hawaii,Female,46,9,98444.19,1,0,1,109563.28,yes,low_risk
461,California,Nonbinary,35,5,0.0,1,1,1,54209.02,yes,low_risk
523,Hawaii,Male,45,5,0.0,2,1,1,121428.2,yes,low_risk
621,Florida,Male,41,5,104631.67,1,1,1,95551.22,yes,low_risk
669,Hawaii,Male,23,1,0.0,2,0,0,66088.83,yes,low_risk
526,New York,Male,31,5,145537.21,1,1,0,132404.64,yes,low_risk
513,California,Male,40,3,141004.46,1,1,0,105028.46,yes,low_risk
565,Hawaii,Male,38,5,0.0,2,0,1,80630.32,yes,low_risk
742,New York,Female,44,8,107926.02,1,0,1,17375.27,no,high_risk
661,Florida,Male,38,7,143006.7,1,1,1,15650.89,yes,low_risk
636,Hawaii,Male,31,6,0.0,2,1,1,2382.61,yes,low_risk
753,Hawaii,Female,50,4,0.0,2,1,1,861.4,yes,low_risk
690,California,Female,35,9,107944.33,2,0,0,48478.47,yes,low_risk
689,Massachusetts,Female,57,4,0.0,2,1,0,136649.8,no,high_risk
618,New York,Male,42,8,153572.31,2,1,1,76679.6,yes,low_risk
605,California,Male,36,7,128829.25,1,1,0,190588.59,yes,low_risk
645,California,Female,48,7,90612.34,1,1,1,149139.13,yes,low_risk
686,Florida,Male,38,7,111484.88,1,1,1,76076.2,yes,low_risk
644,Florida,Male,49,10,0.0,2,1,1,145089.64,yes,low_risk
820,Massachusetts,Female,31,2,94222.53,1,1,0,103570.8,yes,low_risk
517,Massachusetts,Female,29,5,0.0,2,1,0,103402.88,yes,low_risk
647,New York,Male,37,3,116509.99,1,1,1,149517.71,no,high_risk
705,New York,Male,41,4,72252.64,2,1,1,142514.66,yes,low_risk
800,California,Female,40,3,75893.11,2,1,0,132562.23,yes,low_risk
730,Hawaii,Female,27,7,0.0,2,1,0,144099.48,yes,low_risk
585,California,Female,67,5,113978.97,2,0,1,93146.11,yes,low_risk
772,Hawaii,Male,43,6,0.0,2,1,1,57675.88,yes,low_risk
584,Florida,Female,37,8,0.0,2,0,1,100835.19,yes,low_risk
643,Florida,Female,45,9,150840.03,2,1,0,155516.35,yes,low_risk
706,Florida,Male,42,9,0.0,2,1,1,28714.34,yes,low_risk
614,New York,Female,37,6,96340.81,2,1,1,139377.24,no,high_risk
622,Florida,Male,37,4,0.0,2,1,0,4459.5,yes,low_risk
516,Texas,Female,33,10,138847.9,1,1,1,127256.7,yes,low_risk
726,California,Female,38,4,0.0,2,0,0,6787.48,yes,low_risk
654,California,Male,42,7,99263.09,1,1,1,67607.9,yes,low_risk
654,Hawaii,Male,37,6,83568.55,1,1,0,47046.72,yes,low_risk
679,Florida,Female,35,8,119182.73,1,0,0,121210.09,yes,low_risk
559,Florida,Female,39,2,0.0,2,1,1,121151.1,yes,low_risk
525,Texas,Male,33,4,131023.76,2,0,0,55072.93,yes,low_risk
539,Hawaii,Male,39,1,0.0,1,1,1,28184.7,yes,low_risk
719,Massachusetts,Male,44,4,0.0,1,0,0,84972.9,no,high_risk
836,New York,Female,32,4,109196.67,2,1,0,55218.02,yes,low_risk
544,Hawaii,Female,45,6,0.0,2,0,1,151401.33,yes,low_risk
628,Texas,Male,29,3,113146.98,2,0,1,124749.08,yes,low_risk
520,Massachusetts,Male,45,7,107023.03,1,1,0,32903.93,yes,low_risk
640,Massachusetts,Male,47,6,89047.14,1,1,0,116286.25,yes,low_risk
568,Florida,Female,27,1,116320.68,1,0,1,45563.94,yes,low_risk
567,Hawaii,Male,38,6,127678.8,2,0,0,45422.89,yes,low_risk
632,California,Male,50,2,0.0,2,0,0,57942.88,yes,low_risk
850,Massachusetts,Male,30,2,0.0,2,0,1,27937.12,yes,low_risk
466,Texas,Female,47,5,102085.72,1,1,1,183536.24,no,high_risk
683,Hawaii,Female,30,2,0.0,2,0,1,100496.84,no,high_risk
682,California,Male,44,3,115282.3,1,0,0,23766.4,yes,low_risk
748,California,Female,34,8,0.0,2,1,0,53584.03,yes,low_risk
756,California,Male,60,2,0.0,1,1,1,166513.49,no,high_risk
735,California,Female,38,1,0.0,3,0,0,92220.12,no,high_risk
520,Texas,Female,31,3,108914.17,1,1,1,183572.39,no,high_risk
600,California,Female,41,1,0.0,2,1,1,91193.65,yes,low_risk
613,Florida,Male,35,4,123557.65,2,0,1,170903.4,yes,low_risk
735,Florida,Male,55,2,103176.62,1,0,1,163516.16,yes,low_risk
726,California,Male,28,2,0.0,1,0,0,98060.51,yes,low_risk
635,Florida,Female,41,10,0.0,2,1,1,61994.2,yes,low_risk
627,California,Female,55,2,159441.27,1,1,0,100686.11,no,high_risk
499,California,Female,46,6,0.0,2,1,0,73457.55,yes,low_risk
735,Massachusetts,Male,50,9,0.0,1,0,0,166677.35,no,high_risk
796,California,Male,24,8,0.0,2,1,0,61349.37,yes,low_risk
751,Florida,Male,33,4,79281.61,1,1,0,117547.76,yes,low_risk
695,Florida,Nonbinary,35,7,0.0,2,1,0,160387.98,yes,low_risk
625,New York,Female,49,4,128504.76,1,1,0,126812.63,no,high_risk
821,Hawaii,Male,28,2,0.0,2,1,0,46072.52,yes,low_risk
668,New York,Female,28,1,124511.01,1,0,0,114258.18,yes,low_risk
746,California,Female,21,8,166883.07,2,0,1,194563.65,yes,low_risk
641,California,Male,35,5,0.0,2,1,0,93148.93,yes,low_risk
669,Massachusetts,Male,29,9,0.0,1,1,1,93901.61,yes,low_risk
636,New York,Female,48,3,120568.41,1,1,0,190160.04,no,high_risk
790,Florida,Male,29,3,46057.96,2,1,1,189777.66,yes,low_risk
661,Hawaii,Female,27,3,0.0,2,1,1,76889.79,yes,low_risk
544,California,Female,21,10,161525.96,2,1,0,9262.77,yes,low_risk
697,California,Male,27,8,141223.68,2,1,0,90591.15,yes,low_risk
835,New York,Male,18,2,142872.36,1,1,1,117632.63,yes,low_risk
630,New York,Female,34,9,106937.05,2,1,0,138275.01,yes,low_risk
850,New York,Male,31,4,146587.3,1,1,1,89874.82,yes,low_risk
689,New York,Female,55,1,76296.81,1,1,0,42364.75,no,high_risk
709,New York,Male,45,4,122917.71,1,1,1,11.58,no,high_risk
745,California,Female,55,9,110123.59,1,0,1,51548.14,no,high_risk
535,Hawaii,Male,33,2,133040.32,1,1,1,110299.78,yes,low_risk
529,California,Male,32,9,147493.89,1,1,0,33656.35,yes,low_risk
586,Florida,Female,33,10,66948.67,2,1,1,140759.03,yes,low_risk
601,Florida,Female,44,4,0.0,2,1,0,58561.31,yes,low_risk
792,California,Female,42,0,99045.93,2,1,0,47160.01,yes,low_risk
549,Texas,Male,54,5,92877.33,1,1,0,2619.64,no,high_risk
670,Hawaii,Male,36,7,0.0,2,0,0,59571.5,yes,low_risk
747,Hawaii,Female,21,4,81025.6,2,1,0,167682.57,yes,low_risk
664,New York,Male,39,7,60263.23,1,1,0,170835.32,yes,low_risk
506,Massachusetts,Male,50,3,0.0,2,1,0,12016.79,yes,low_risk
696,Massachusetts,Female,43,4,0.0,2,1,1,66406.37,yes,low_risk
681,California,Male,36,5,141952.07,1,1,1,185144.08,yes,low_risk
588,New York,Female,34,10,129417.82,1,1,0,153727.32,yes,low_risk
604,Florida,Female,71,10,0.0,2,1,1,129984.2,yes,low_risk
633,Hawaii,Female,44,7,0.0,2,1,0,29761.29,yes,low_risk
726,Hawaii,Female,31,9,114722.05,2,1,1,98178.57,yes,low_risk
598,Florida,Male,34,0,104488.17,1,0,1,43249.67,yes,low_risk
655,California,Female,37,7,111852.84,2,1,0,10511.13,yes,low_risk
602,California,Male,34,5,0.0,2,1,1,77414.45,yes,low_risk
608,Hawaii,Female,28,9,0.0,2,1,1,125062.02,yes,low_risk
596,California,Male,21,4,210433.08,2,0,1,197297.77,no,high_risk
621,New York,Male,40,8,174126.75,3,1,0,172490.78,no,high_risk
731,Florida,Male,42,9,101043.63,1,1,1,192175.52,yes,low_risk
763,California,Female,31,4,0.0,2,0,0,50404.72,yes,low_risk
633,Texas,Male,40,5,86172.81,2,1,1,117279.49,yes,low_risk
475,California,Female,45,0,134264.04,1,1,0,27822.99,no,high_risk
683,California,Male,33,8,0.0,1,0,0,73564.44,yes,low_risk
673,Hawaii,Male,47,1,0.0,2,0,0,108762.16,yes,low_risk
524,Texas,Female,31,8,107818.63,1,1,0,199725.39,no,high_risk
850,Texas,Female,44,5,128605.32,1,0,1,171096.2,yes,low_risk
793,Massachusetts,Male,29,8,96674.55,2,0,0,192120.66,yes,low_risk
687,Texas,Male,38,4,117633.28,1,0,1,88396.6,yes,low_risk
580,Hawaii,Female,35,1,102097.33,1,0,1,168285.85,yes,low_risk
529,Massachusetts,Female,44,1,0.0,2,0,0,14161.3,yes,low_risk
635,Florida,Male,46,8,0.0,2,1,1,60739.16,yes,low_risk
794,California,Male,33,0,0.0,2,0,0,178122.71,yes,low_risk
642,Massachusetts,Male,26,8,144238.7,1,1,1,184399.76,yes,low_risk
712,California,Female,27,2,133009.51,1,1,0,126809.15,yes,low_risk
685,Massachusetts,Male,43,4,97392.18,2,1,0,43956.83,yes,low_risk
726,Massachusetts,Female,27,7,123826.07,1,0,1,78970.58,yes,low_risk
723,Texas,Male,37,3,94661.53,2,1,0,121239.65,yes,low_risk
461,California,Female,28,8,0.0,1,1,1,103349.74,yes,low_risk
540,Texas,Male,37,3,129965.18,1,0,0,19374.08,yes,low_risk
749,Florida,Female,46,9,66582.81,1,1,0,78753.12,no,high_risk
657,California,Female,37,2,0.0,2,1,1,7667.48,yes,low_risk
510,California,Female,45,10,103821.47,2,0,1,77878.62,yes,low_risk
603,Texas,Male,35,1,105346.03,2,1,1,130379.5,yes,low_risk
631,Florida,Female,41,0,0.0,1,0,0,87959.83,yes,low_risk
620,Texas,Male,40,5,108197.11,2,1,0,49722.34,yes,low_risk
777,Hawaii,Female,42,5,147531.82,1,1,1,38819.45,yes,low_risk
593,Florida,Male,43,10,0.0,2,0,0,53478.02,yes,low_risk
844,Hawaii,Female,41,10,76319.64,1,1,1,141175.18,no,high_risk
615,New York,Male,39,5,113193.51,2,1,1,52166.25,yes,low_risk
692,Hawaii,Female,34,7,0.0,2,1,0,195074.62,yes,low_risk
714,Massachusetts,Male,33,8,122017.19,1,0,0,162515.17,yes,low_risk
604,Massachusetts,Male,43,2,145081.72,1,1,1,23881.62,yes,low_risk
553,Massachusetts,Female,39,1,142876.98,2,1,0,44363.42,yes,low_risk
502,Hawaii,Male,33,8,0.0,2,1,1,123509.01,yes,low_risk
640,Massachusetts,Male,62,3,0.0,1,1,1,101663.47,yes,low_risk
815,Hawaii,Male,35,4,0.0,2,0,1,198490.33,yes,low_risk
510,California,Female,32,1,0.0,2,0,1,28515.17,yes,low_risk
570,Florida,Male,34,10,0.0,2,0,1,183387.12,yes,low_risk
833,Texas,Male,29,1,96462.25,2,0,1,48986.18,yes,low_risk
759,Hawaii,Nonbinary,39,6,0.0,2,1,1,140497.67,yes,low_risk
488,Hawaii,Male,43,10,112751.13,1,1,1,28332.0,yes,low_risk
579,California,Female,33,1,118392.75,1,1,1,157564.75,yes,low_risk
559,Florida,Female,31,1,139183.06,1,0,1,143360.56,yes,low_risk
596,Texas,Male,54,1,123544.0,1,1,1,120314.75,no,high_risk
607,New York,Female,39,8,105103.33,1,1,0,104721.5,no,high_risk
680,Hawaii,Male,44,3,0.0,2,1,0,86935.08,yes,low_risk
587,Texas,Female,45,8,134980.74,1,1,1,123309.57,no,high_risk
482,California,Female,35,2,133111.73,1,0,1,79957.95,yes,low_risk
603,California,Male,31,1,129743.75,1,1,0,109145.2,yes,low_risk
768,Massachusetts,Female,42,3,0.0,1,0,0,161242.99,no,high_risk
707,California,Female,42,10,0.0,2,1,1,152944.39,yes,low_risk
630,Florida,Female,39,7,135483.17,1,1,0,140881.2,no,high_risk
773,Massachusetts,Female,41,5,0.0,1,1,0,28266.9,no,high_risk
734,Texas,Male,33,5,121898.58,1,1,0,61829.89,yes,low_risk
649,California,Male,45,7,0.0,2,0,1,75204.21,yes,low_risk
606,Texas,Female,41,4,132670.53,1,1,0,156476.36,no,high_risk
556,Texas,Male,42,0,115915.53,2,0,1,125435.47,no,high_risk
598,California,Female,64,9,0.0,1,0,1,13181.37,no,high_risk
643,New York,Male,41,2,127841.52,1,1,0,172363.41,yes,low_risk
671,Hawaii,Female,48,8,115713.84,2,0,0,83210.84,yes,low_risk
666,New York,Female,37,2,158468.76,1,0,1,93266.01,yes,low_risk
678,Florida,Female,40,4,113794.22,1,1,0,16618.76,yes,low_risk
767,Hawaii,Female,44,2,152509.25,1,1,1,136915.15,yes,low_risk
798,Hawaii,Female,37,4,111723.08,1,1,1,83478.12,yes,low_risk
601,New York,Female,54,1,131039.97,2,1,1,199661.5,yes,low_risk
616,Texas,Male,39,2,121704.32,2,1,0,55556.3,yes,low_risk
654,Texas,Male,31,5,150593.59,2,1,1,105218.45,yes,low_risk
543,Florida,Male,35,10,59408.63,1,1,0,76773.53,yes,low_risk
749,Texas,Male,54,3,144768.94,1,1,0,93336.3,no,high_risk
518,California,Female,28,9,85146.36,1,0,0,2803.89,yes,low_risk
791,Florida,Male,25,7,0.0,1,1,0,89666.28,yes,low_risk
771,Massachusetts,Female,67,8,0.0,2,1,1,51219.8,yes,low_risk
681,California,Female,63,7,0.0,2,1,1,55054.48,yes,low_risk
787,California,Nonbinary,33,1,126588.81,2,0,1,62163.53,yes,low_risk
774,Hawaii,Male,26,2,93844.69,1,1,0,28415.36,yes,low_risk
672,Hawaii,Female,50,1,0.0,1,1,0,12106.82,no,high_risk
511,Hawaii,Female,33,3,0.0,2,1,0,132436.71,yes,low_risk
513,New York,Male,34,7,60515.13,1,0,0,124571.09,yes,low_risk
561,California,Female,31,1,81480.27,2,1,1,65234.6,yes,low_risk
654,California,Male,32,9,121455.65,1,1,0,190068.53,no,high_risk
629,California,Female,61,6,0.0,2,1,1,133672.61,yes,low_risk
710,California,Female,37,5,0.0,2,1,0,115403.31,yes,low_risk
763,Massachusetts,Female,39,7,0.0,2,1,0,19458.75,yes,low_risk
535,California,Female,29,5,0.0,2,0,1,52709.55,yes,low_risk
642,Hawaii,Male,72,1,160541.0,2,1,1,142223.94,yes,low_risk
697,Hawaii,Female,25,1,0.0,2,0,0,87803.32,yes,low_risk
590,California,Male,39,9,0.0,2,1,1,104730.52,yes,low_risk
477,New York,Male,34,8,139959.55,2,1,1,189875.83,yes,low_risk
493,Hawaii,Female,36,5,148667.81,2,1,0,56092.51,yes,low_risk
690,Massachusetts,Male,36,10,0.0,2,1,0,55902.93,yes,low_risk
612,New York,Female,47,6,130024.87,1,1,1,45750.21,no,high_risk
465,Texas,Male,53,1,117438.17,1,0,0,74898.8,no,high_risk
610,California,Female,27,4,87262.4,2,1,0,182720.07,yes,low_risk
675,California,Female,49,0,0.0,1,1,1,80496.71,no,high_risk
710,Florida,Female,36,8,0.0,2,0,0,83206.19,yes,low_risk
573,New York,Male,31,0,134644.19,1,1,1,70381.49,yes,low_risk
678,Texas,Female,43,2,153393.18,2,1,1,193828.27,yes,low_risk
850,Texas,Female,36,3,169025.83,1,1,0,174235.06,yes,low_risk
705,Texas,Nonbinary,33,5,116765.7,1,0,0,190659.17,no,high_risk
644,California,Male,48,8,0.0,2,0,1,44965.54,no,high_risk
604,Massachusetts,Male,23,9,124577.33,1,1,1,7267.25,yes,low_risk
676,California,Male,33,6,171490.78,1,0,0,79099.64,yes,low_risk
689,Massachusetts,Male,40,2,0.0,2,1,1,164768.82,yes,low_risk
641,Hawaii,Male,57,5,0.0,2,1,1,122449.18,yes,low_risk
647,Florida,Male,47,5,105603.21,2,1,1,157360.9,yes,low_risk
556,Hawaii,Female,54,4,150005.38,1,1,0,157015.5,no,high_risk
584,California,Female,37,1,0.0,2,1,1,180363.56,yes,low_risk
592,California,Male,36,1,126477.42,1,0,0,179718.17,yes,low_risk
477,Hawaii,Female,30,6,131286.46,1,1,0,194144.45,yes,low_risk
671,Massachusetts,Female,29,6,0.0,2,0,0,12048.67,yes,low_risk
584,Texas,Male,32,8,40172.91,1,1,1,137439.34,yes,low_risk
547,California,Male,30,6,0.0,2,1,1,18471.86,yes,low_risk
501,Hawaii,Nonbinary,40,2,0.0,2,0,0,141946.92,yes,low_risk
811,California,Male,31,7,117799.28,1,1,1,182372.35,yes,low_risk
568,Hawaii,Male,33,7,0.0,2,1,0,143450.61,yes,low_risk
500,Massachusetts,Female,50,5,0.0,4,1,1,83866.35,no,high_risk
581,Massachusetts,Female,46,1,0.0,2,1,0,104272.04,yes,low_risk
761,Florida,Male,27,8,0.0,2,1,0,63297.7,yes,low_risk
850,Texas,Female,38,2,102741.15,2,0,1,23974.85,yes,low_risk
707,Florida,Male,48,8,88441.64,1,1,1,119903.2,no,high_risk
543,California,Female,32,7,147256.86,1,1,0,112771.95,yes,low_risk
539,New York,Female,34,4,91622.42,1,1,1,136603.42,yes,low_risk
718,Hawaii,Nonbinary,31,1,152663.77,1,0,1,17128.64,yes,low_risk
672,California,Female,40,3,0.0,1,1,0,113171.61,no,high_risk
673,Hawaii,Male,32,8,121240.76,1,1,0,116969.73,yes,low_risk
825,New York,Male,37,6,118050.79,1,0,1,52301.15,yes,low_risk
694,California,Female,31,10,0.0,2,1,0,160990.27,yes,low_risk
716,California,Female,29,10,87946.39,1,1,1,182531.74,yes,low_risk
703,California,Female,51,3,0.0,3,1,1,77294.56,no,high_risk
744,California,Male,42,1,112419.92,1,1,1,83022.92,yes,low_risk
468,California,Female,56,10,0.0,3,0,1,62256.87,no,high_risk
646,Massachusetts,Male,32,1,0.0,2,1,0,183289.22,yes,low_risk
723,California,Male,48,7,0.0,2,1,1,150694.58,yes,low_risk
595,Florida,Female,30,5,100683.54,1,1,1,178361.04,yes,low_risk
652,New York,Male,27,2,166527.88,2,0,1,146007.7,yes,low_risk
542,Hawaii,Female,31,3,0.0,2,1,1,115217.59,yes,low_risk
754,Texas,Male,57,2,101134.87,2,1,1,70954.41,yes,low_risk
482,Hawaii,Male,38,4,124976.19,1,1,0,35848.12,yes,low_risk
602,California,Male,32,10,0.0,2,1,1,116052.92,yes,low_risk
627,Texas,Male,29,5,139541.58,2,1,0,80607.33,yes,low_risk
551,California,Male,31,1,0.0,2,1,1,185105.44,yes,low_risk
606,Texas,Male,36,5,190479.48,2,0,0,179351.89,yes,low_risk
597,California,Female,42,4,64740.12,1,1,1,106841.12,yes,low_risk
562,Hawaii,Male,45,6,136855.24,1,1,0,46864.0,yes,low_risk
675,Hawaii,Female,34,10,84944.58,1,0,0,146230.63,yes,low_risk
692,Florida,Female,29,4,0.0,2,0,0,138880.24,yes,low_risk
546,Texas,Female,58,3,106458.31,4,1,0,128881.87,no,high_risk
515,Texas,Male,45,7,120961.5,3,1,1,39288.11,no,high_risk
730,Florida,Female,62,2,0.0,2,1,1,162889.1,yes,low_risk
731,Hawaii,Female,38,10,123711.73,2,1,0,171340.68,no,high_risk
666,Hawaii,Female,33,2,147229.65,1,1,1,56410.17,yes,low_risk
763,New York,Nonbinary,32,1,108465.65,2,1,0,60552.44,no,high_risk
744,Hawaii,Male,56,9,0.0,2,1,1,169498.61,yes,low_risk
850,Texas,Female,31,1,108822.4,1,1,1,132173.31,yes,low_risk
742,Texas,Male,33,0,181656.51,1,1,1,107667.91,yes,low_risk
556,New York,Female,31,1,128663.81,2,1,0,125083.29,yes,low_risk
485,California,Male,29,7,182123.79,1,1,0,116828.51,no,high_risk
572,Hawaii,Male,33,5,0.0,1,0,1,41139.05,yes,low_risk
793,Massachusetts,Male,41,9,0.0,2,1,0,152153.74,yes,low_risk
747,Hawaii,Female,25,4,0.0,2,0,1,42039.67,yes,low_risk
591,Hawaii,Nonbinary,40,2,99886.42,2,1,1,88695.19,yes,low_risk
777,Texas,Female,37,10,121532.17,2,1,1,73464.88,yes,low_risk
625,Hawaii,Male,22,9,0.0,2,1,0,157072.91,yes,low_risk
769,Massachusetts,Male,38,6,0.0,2,0,0,104393.78,yes,low_risk
833,Hawaii,Female,34,3,144751.81,1,0,0,166472.81,yes,low_risk
705,Massachusetts,Male,39,6,133261.13,1,1,1,78065.9,yes,low_risk
691,Massachusetts,Male,35,6,0.0,2,0,1,178038.17,yes,low_risk
602,California,Female,56,3,115895.22,3,1,0,4176.17,no,high_risk
655,Hawaii,Male,28,10,0.0,2,0,1,126565.21,yes,low_risk
651,California,Female,34,9,0.0,2,1,0,138113.71,yes,low_risk
658,California,Female,40,5,143566.12,1,1,1,189607.71,yes,low_risk
825,Massachusetts,Female,32,1,0.0,2,1,1,42935.15,yes,low_risk
675,Hawaii,Male,69,1,0.0,2,1,0,157097.09,yes,low_risk
601,New York,Male,48,9,163630.76,1,0,1,41816.49,no,high_risk
627,California,Male,43,8,71240.3,1,0,1,127734.16,yes,low_risk
556,Hawaii,Male,40,5,125909.85,1,1,1,95124.4,yes,low_risk
783,Massachusetts,Male,38,1,0.0,3,1,1,80178.54,no,high_risk
573,Texas,Female,47,4,152522.47,1,0,1,164038.07,no,high_risk
679,Florida,Female,40,7,0.0,2,1,1,163757.29,yes,low_risk
649,Hawaii,Male,39,3,113096.41,1,1,1,60335.24,yes,low_risk
729,Texas,Nonbinary,42,4,97495.8,2,0,0,2002.5,yes,low_risk
634,Massachusetts,Female,35,10,0.0,1,1,0,82634.41,yes,low_risk
637,Massachusetts,Male,43,3,172196.23,1,1,1,104769.96,yes,low_risk
703,Texas,Male,35,5,140691.08,2,1,0,167810.26,yes,low_risk
642,Hawaii,Male,40,8,109219.83,1,1,0,52827.51,yes,low_risk
688,Hawaii,Male,26,1,0.0,2,1,1,104435.94,yes,low_risk
678,California,Female,28,4,0.0,2,1,1,144423.17,no,high_risk
513,California,Male,35,8,0.0,1,1,0,76640.29,no,high_risk
781,California,Male,23,2,107433.48,1,1,0,173843.21,yes,low_risk
742,California,Male,39,8,140004.96,1,1,1,92985.78,yes,low_risk
649,Hawaii,Female,41,3,130931.83,1,1,1,144808.37,yes,low_risk
630,California,Male,40,8,0.0,2,1,1,42495.81,yes,low_risk
557,Hawaii,Female,27,2,0.0,2,0,1,4497.55,yes,low_risk
588,Hawaii,Female,24,0,0.0,2,1,1,140586.08,yes,low_risk
660,California,Female,40,8,167181.01,1,1,1,185156.94,yes,low_risk
782,Hawaii,Male,34,9,0.0,1,1,0,183021.06,no,high_risk
706,Hawaii,Female,29,5,112564.62,1,1,0,42334.38,yes,low_risk
718,California,Female,29,3,0.0,1,0,1,134462.29,yes,low_risk
619,Texas,Female,42,8,132796.04,3,1,1,191821.35,no,high_risk
675,Florida,Female,35,8,155621.08,1,0,1,35177.31,yes,low_risk
757,Florida,Male,30,3,145396.49,1,0,1,198341.15,yes,low_risk
473,Hawaii,Female,25,6,110666.42,2,0,0,46758.42,yes,low_risk
675,Hawaii,Male,34,8,0.0,2,1,1,184842.21,yes,low_risk
692,Massachusetts,Male,46,2,0.0,2,1,1,105983.09,yes,low_risk
548,New York,Male,32,5,175214.71,1,1,1,155165.61,yes,low_risk
520,Massachusetts,Female,63,5,162278.32,1,1,1,34765.33,yes,low_risk
669,California,Female,33,9,0.0,2,0,1,107221.03,yes,low_risk
656,Hawaii,Male,39,10,0.0,2,1,1,98894.64,yes,low_risk
616,Hawaii,Male,40,9,0.0,2,0,0,93717.55,yes,low_risk
556,Hawaii,Female,36,2,134208.22,1,0,1,177670.57,yes,low_risk
838,Massachusetts,Male,43,9,123105.88,2,1,0,145765.83,yes,low_risk
711,California,Female,29,9,0.0,2,0,1,3234.8,yes,low_risk
630,Hawaii,Female,36,2,110414.48,1,1,1,48984.95,yes,low_risk
540,Hawaii,Female,31,7,0.0,1,0,1,183051.6,no,high_risk
474,New York,Female,37,5,142688.57,2,1,1,110953.33,yes,low_risk
743,Hawaii,Male,30,7,77599.23,1,0,0,144407.1,yes,low_risk
527,Massachusetts,Male,37,5,93722.73,2,1,1,139093.73,yes,low_risk
755,California,Female,29,3,0.0,3,1,0,4733.94,yes,low_risk
422,Florida,Female,54,4,0.0,2,1,1,7166.71,yes,low_risk
568,Massachusetts,Female,36,10,153610.61,1,1,1,54083.8,no,high_risk
607,Hawaii,Female,39,10,0.0,3,1,0,132741.13,no,high_risk
490,Texas,Male,33,5,96341.0,2,0,0,108313.34,yes,low_risk
637,Hawaii,Male,40,8,125470.81,1,1,1,174536.17,yes,low_risk
479,Texas,Male,35,9,92833.89,1,1,0,99449.86,no,high_risk
647,California,Female,42,9,0.0,2,1,1,51362.82,yes,low_risk
500,Hawaii,Male,56,1,100374.58,1,1,0,118490.8,no,high_risk
586,California,Female,28,5,0.0,3,1,0,170487.4,no,high_risk
550,California,Female,30,4,0.0,2,1,0,89216.29,yes,low_risk
807,Hawaii,Male,35,3,174790.15,1,1,1,600.36,yes,low_risk
693,Texas,Female,43,1,121927.92,1,1,0,87994.95,no,high_risk
677,Florida,Female,25,8,130866.19,1,1,0,42410.21,yes,low_risk
620,California,Female,33,9,127638.35,1,1,1,192717.57,yes,low_risk
535,California,Male,38,8,85982.07,1,1,0,9238.35,yes,low_risk
501,New York,Female,34,7,93244.42,1,0,1,199805.63,yes,low_risk
682,Texas,Male,32,2,105163.88,2,1,1,164170.46,yes,low_risk
815,Florida,Female,57,5,0.0,3,0,0,38941.44,no,high_risk
850,Hawaii,Female,27,7,43658.33,2,1,1,3025.49,yes,low_risk
727,New York,Male,36,6,140418.81,1,1,1,113033.73,no,high_risk
746,Hawaii,Male,47,8,142382.03,1,1,1,62086.62,yes,low_risk
708,California,Male,52,10,105355.81,1,1,0,123.07,no,high_risk
595,Hawaii,Female,39,9,136422.41,1,1,1,151757.81,yes,low_risk
445,Texas,Female,38,6,119413.62,2,1,0,175756.36,yes,low_risk
758,Hawaii,Female,33,7,0.0,2,0,0,82996.47,yes,low_risk
785,New York,Female,33,6,127211.45,1,0,0,191961.83,yes,low_risk
542,California,Male,67,10,129431.36,1,0,1,21343.74,yes,low_risk
807,California,Male,47,1,95120.59,1,0,0,127875.1,yes,low_risk
710,Massachusetts,Female,27,2,135277.96,1,1,0,142200.15,yes,low_risk
823,Massachusetts,Female,46,3,81576.75,1,1,1,28370.95,no,high_risk
662,California,Male,64,0,98848.19,1,0,1,42730.12,yes,low_risk
