creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn,decisions,predicted_churn,event_id
629,Hawaii,Male,31,6,0.0,2,1,0,93881.75,yes,low_risk,0.92731312817688,2416
805,California,Male,39,2,0.0,1,0,0,166650.32,yes,low_risk,0.5189958669874281,2417
729,Florida,Female,28,0,0.0,2,1,1,31165.06,no,high_risk,0.8566780053270052,2418
775,Hawaii,Male,45,8,0.0,1,1,0,130376.68,yes,low_risk,0.251714143679048,2419
677,California,Female,25,3,0.0,2,1,0,179608.96,yes,low_risk,0.9206605323004908,2420
751,Florida,Male,52,8,0.0,2,0,1,179291.85,yes,low_risk,0.8014349561322875,2421
506,Texas,Male,28,8,53053.76,1,0,1,24577.34,yes,low_risk,0.7731146946023293,2422
608,California,Female,62,8,144976.5,1,0,0,175836.03,no,high_risk,0.0571657528762586,2423
737,California,Female,33,4,0.0,2,1,0,115115.32,yes,low_risk,0.9130535953801328,2424
573,Massachusetts,Male,44,8,0.0,2,0,0,62424.46,yes,low_risk,0.6513750003701805,2425
833,Hawaii,Male,47,2,0.0,2,1,1,182247.77,yes,low_risk,0.809256314966603,2426
850,Texas,Female,47,4,99219.47,2,1,1,122141.13,yes,low_risk,0.437936294473094,2427
535,Hawaii,Female,48,9,0.0,1,1,0,149892.79,no,high_risk,0.0934917290934062,2428
850,Hawaii,Male,40,6,97339.99,1,0,1,88815.25,yes,low_risk,0.6441573409840887,2429
586,Hawaii,Male,64,1,0.0,2,1,1,53710.23,yes,low_risk,0.8449704676301508,2430
610,California,Female,31,6,107784.65,1,1,1,141137.53,yes,low_risk,0.7696542588843289,2431
671,New York,Female,23,9,123943.18,1,1,1,159553.27,yes,low_risk,0.6620321472482559,2432
551,Hawaii,Female,45,6,0.0,2,1,1,51143.43,yes,low_risk,0.8388127544648311,2433
615,Massachusetts,Male,51,6,81818.49,1,1,1,169149.38,yes,low_risk,0.3775728847909008,2434
594,Texas,Female,32,4,120074.97,2,1,1,162961.79,yes,low_risk,0.8425779281439888,2435
650,Florida,Male,20,8,0.0,2,1,1,113469.65,yes,low_risk,0.935967219598927,2436
665,New York,Male,25,5,153611.83,2,1,0,35321.65,yes,low_risk,0.7716929525508495,2437
586,Florida,Male,29,2,132450.24,1,1,1,36176.63,yes,low_risk,0.778959844506965,2438
693,Texas,Male,44,5,124601.58,2,1,1,46998.13,no,high_risk,0.4418919962430906,2439
616,Florida,Male,30,2,0.0,2,1,0,199099.51,yes,low_risk,0.903598322831336,2440
714,Hawaii,Female,40,0,0.0,2,1,0,62762.12,yes,low_risk,0.8093054198239801,2441
756,Massachusetts,Male,19,4,130274.22,1,1,1,133535.29,yes,low_risk,0.7934216827385941,2442
752,California,Female,36,7,0.0,2,1,0,184866.86,yes,low_risk,0.8484890184784368,2443
708,Hawaii,Female,51,8,70754.18,1,1,1,92920.04,no,high_risk,0.3671702431866469,2444
850,Massachusetts,Nonbinary,39,8,0.0,2,1,1,37090.44,yes,low_risk,0.8542125190637135,2445
544,Massachusetts,Male,30,8,145241.63,1,1,1,80676.83,yes,low_risk,0.7708795978879311,2446
689,Massachusetts,Female,28,3,0.0,2,1,1,192449.02,yes,low_risk,0.9254820673965564,2447
599,New York,Male,40,10,137456.28,2,1,1,14113.11,yes,low_risk,0.7324119894879588,2448
602,Hawaii,Female,29,3,88814.4,2,1,1,62487.97,yes,low_risk,0.8950262295780474,2449
641,California,Female,35,4,0.0,2,0,0,125986.18,yes,low_risk,0.8990169510360795,2450
702,Hawaii,Male,50,3,0.0,2,0,0,94949.84,yes,low_risk,0.6029382740427635,2451
557,California,Male,33,3,54503.55,1,1,1,371.05,yes,low_risk,0.6949760666107891,2452
623,California,Male,43,1,0.0,2,1,1,146379.3,yes,low_risk,0.8313029797697011,2453
659,New York,Female,39,1,104502.11,1,1,0,20652.69,yes,low_risk,0.3719030585673563,2454
718,New York,Male,26,7,147527.03,1,0,0,51099.56,yes,low_risk,0.5161046029100216,2455
613,Florida,Male,37,3,171653.17,1,0,1,5353.12,yes,low_risk,0.7147245855348374,2456
850,New York,Male,27,1,101278.25,2,1,1,26265.18,yes,low_risk,0.8616908027714039,2457
601,California,Male,50,2,115625.07,1,1,0,185855.21,yes,low_risk,0.0893174057789578,2458
608,Florida,Male,66,8,123935.35,1,1,1,65758.19,yes,low_risk,0.6367511064008515,2459
690,Hawaii,Male,29,5,0.0,2,1,0,108577.97,yes,low_risk,0.9290801285682102,2460
775,Massachusetts,Male,29,10,0.0,2,1,1,68143.93,yes,low_risk,0.9378008262396388,2461
821,New York,Male,45,0,135827.33,2,1,1,131778.58,yes,low_risk,0.4894119173426185,2462
601,Hawaii,Male,29,9,0.0,1,1,1,80393.27,yes,low_risk,0.7087983433203806,2463
700,Massachusetts,Female,43,0,0.0,2,1,0,59475.35,yes,low_risk,0.7017732912211625,2464
560,Hawaii,Female,35,1,0.0,2,1,0,3701.63,yes,low_risk,0.8864469920150705,2465
850,Florida,Male,31,6,82613.56,2,1,0,149170.92,yes,low_risk,0.8443067237601797,2466
496,California,Male,32,4,127845.83,1,1,0,66469.2,yes,low_risk,0.681569004894144,2467
604,Massachusetts,Female,41,10,0.0,2,1,1,166224.39,yes,low_risk,0.8732975201647915,2468
715,California,Male,21,6,76467.16,1,1,1,173511.72,yes,low_risk,0.7932839643021178,2469
547,New York,Female,42,1,142703.4,1,1,0,86207.49,no,high_risk,0.1913500914823435,2470
617,Texas,Female,58,3,119024.75,2,1,0,35199.24,no,high_risk,0.115438935649708,2471
834,Massachusetts,Male,33,5,0.0,2,1,0,66285.18,yes,low_risk,0.9153051226435488,2472
444,California,Female,45,4,0.0,2,1,0,161653.5,no,high_risk,0.5025695086493535,2473
487,California,Female,53,10,89550.85,1,0,1,90076.85,yes,low_risk,0.3872160944066406,2474
688,New York,Female,34,9,91025.58,2,0,1,163783.0,yes,low_risk,0.8739317246311665,2475
699,Hawaii,Male,32,3,0.0,2,1,1,170770.44,yes,low_risk,0.930667886806472,2476
743,California,Nonbinary,46,9,0.0,1,1,0,113436.08,yes,low_risk,0.196146917899943,2477
668,California,Female,31,9,0.0,2,0,0,41291.73,yes,low_risk,0.932709395200094,2478
562,Florida,Female,29,9,120307.58,1,1,1,6795.61,yes,low_risk,0.7784177813816409,2479
620,Hawaii,Nonbinary,33,9,127638.35,1,1,1,192717.57,yes,low_risk,0.7454386164104073,2480
711,California,Male,52,5,0.0,1,1,1,159808.95,yes,low_risk,0.2813381086148014,2481
591,California,Male,33,9,131765.72,1,1,0,118782.06,yes,low_risk,0.6677152814790936,2482
443,New York,Male,59,4,110939.3,1,1,0,72846.58,no,high_risk,0.0645427186751888,2483
552,Texas,Male,33,3,144962.74,1,1,0,58844.84,no,high_risk,0.476555507132386,2484
497,Texas,Male,24,6,111769.14,2,1,0,55859.27,yes,low_risk,0.7371531229790643,2485
730,Florida,Male,42,4,0.0,2,0,1,85982.47,yes,low_risk,0.8270869940304558,2486
561,Massachusetts,Male,24,8,143656.55,1,0,1,180932.46,yes,low_risk,0.7508139933578586,2487
707,Hawaii,Female,49,10,0.0,1,1,0,82967.97,no,high_risk,0.0979445685049172,2488
603,New York,Male,46,4,98899.76,2,1,1,86190.34,yes,low_risk,0.4940763914025631,2489
749,Florida,Male,42,9,222267.63,1,0,0,101108.85,no,high_risk,0.2593570859488408,2490
758,California,Female,50,2,95813.76,3,1,1,67944.09,no,high_risk,0.0230457583492623,2491
602,Florida,Male,29,5,103907.28,1,1,0,161229.84,yes,low_risk,0.6839390014481522,2492
479,Florida,Male,37,6,118433.94,1,0,1,160060.9,yes,low_risk,0.6904454920264178,2493
453,New York,Female,40,1,111524.49,1,1,1,120373.84,no,high_risk,0.3653759769647861,2494
665,Hawaii,Male,28,8,137300.23,1,1,0,90174.83,yes,low_risk,0.6906792400669495,2495
708,Massachusetts,Female,41,5,0.0,1,0,1,157003.99,yes,low_risk,0.5643206948672518,2496
629,California,Male,35,1,172170.36,1,1,1,159777.37,yes,low_risk,0.740748440304342,2497
807,Texas,Female,31,1,141069.18,3,1,1,194257.11,yes,low_risk,0.6913349556245768,2498
686,Hawaii,Male,37,9,134560.62,1,1,0,27596.39,yes,low_risk,0.624860568835249,2499
680,New York,Female,31,3,127331.46,3,1,1,176433.6,yes,low_risk,0.3799479006098437,2500
821,Hawaii,Female,28,8,0.0,1,1,1,36754.13,yes,low_risk,0.7583085041917152,2501
694,California,Nonbinary,60,9,0.0,1,1,1,57088.97,yes,low_risk,0.3817215935464603,2502
625,Hawaii,Female,39,5,0.0,2,1,0,32615.21,yes,low_risk,0.8429785288564758,2503
645,Florida,Male,44,8,113755.78,2,1,0,149756.71,no,high_risk,0.4772435826990221,2504
691,California,Male,37,9,149405.18,1,1,1,146411.6,yes,low_risk,0.7215985341667804,2505
567,Florida,Male,43,2,115643.58,2,0,0,174606.35,yes,low_risk,0.545712105244216,2506
612,Florida,Female,63,2,131629.17,2,1,0,122109.58,no,high_risk,0.1137686049794121,2507
682,Hawaii,Female,30,9,0.0,2,1,1,195104.91,yes,low_risk,0.9353810312480816,2508
590,Hawaii,Male,32,9,0.0,2,1,0,138889.15,yes,low_risk,0.9348156292504456,2509
660,Florida,Male,30,4,0.0,2,1,0,129149.06,yes,low_risk,0.9270792258254228,2510
519,Florida,Female,57,2,119035.35,2,1,1,29871.79,yes,low_risk,0.4349134325348091,2511
706,New York,Female,47,10,144090.42,1,1,0,140938.95,no,high_risk,0.121823328880593,2512
515,Hawaii,Male,65,7,92113.61,1,1,1,142548.33,yes,low_risk,0.5071012447763455,2513
575,Texas,Male,47,9,107915.94,2,1,1,63452.18,no,high_risk,0.426750204207603,2514
631,California,Male,32,10,0.0,2,0,1,196342.66,yes,low_risk,0.9386172070647588,2515
630,Hawaii,Male,55,2,0.0,1,1,1,106202.07,no,high_risk,0.2713341917468431,2516
668,Florida,Female,24,7,173962.32,1,0,0,106457.11,no,high_risk,0.6348654070580365,2517
614,Hawaii,Female,35,1,0.0,2,1,1,3342.62,yes,low_risk,0.9106916177500776,2518
805,Texas,Male,50,9,130023.38,1,1,0,62989.82,no,high_risk,0.0710562162452384,2519
648,Florida,Male,55,1,81370.07,1,0,1,181534.04,yes,low_risk,0.3612483250296386,2520
662,California,Female,22,9,0.0,2,1,1,44377.65,yes,low_risk,0.9330360265896268,2521
850,Texas,Male,27,1,101278.25,2,1,1,26265.18,yes,low_risk,0.8717785811156579,2522
611,Hawaii,Male,49,3,0.0,2,1,1,142917.54,yes,low_risk,0.7879987601756159,2523
730,Massachusetts,Male,29,2,0.0,2,1,0,14174.09,yes,low_risk,0.9137966574771244,2524
742,Texas,Female,41,4,92805.72,1,0,1,73743.95,no,high_risk,0.5153594863504076,2525
726,California,Female,38,5,126875.62,1,1,0,128052.29,yes,low_risk,0.5757724045150143,2526
587,California,Male,33,8,148163.57,1,0,0,122925.4,yes,low_risk,0.6662737810193079,2527
527,California,Female,25,6,0.0,2,0,1,96758.58,yes,low_risk,0.938371964275008,2528
513,Hawaii,Male,40,3,141004.46,1,1,0,105028.46,yes,low_risk,0.4472367474953849,2529
677,Massachusetts,Male,18,8,134796.87,2,1,1,114858.9,yes,low_risk,0.8403770156285099,2530
621,California,Male,27,4,137003.68,1,1,0,21254.06,yes,low_risk,0.6746032423733955,2531
668,New York,Male,34,5,80242.37,2,0,0,56780.97,yes,low_risk,0.8273965798223328,2532
850,California,Male,36,3,0.0,2,1,0,195033.07,yes,low_risk,0.837976005490854,2533
670,New York,Female,32,4,102954.68,2,0,1,134942.45,yes,low_risk,0.8641884942069514,2534
527,Hawaii,Male,39,4,0.0,2,1,0,167183.07,no,high_risk,0.8283807415275005,2535
730,Florida,Male,62,5,112181.08,1,0,1,61513.87,yes,low_risk,0.4989773920359798,2536
756,Hawaii,Female,42,9,0.0,2,1,0,35673.42,yes,low_risk,0.7286500859628375,2537
712,California,Female,29,8,140170.61,1,1,1,38170.04,yes,low_risk,0.7931656513229488,2538
603,Hawaii,Male,45,9,0.0,1,0,0,148516.79,yes,low_risk,0.2371103025857438,2539
589,Texas,Female,41,7,92618.62,1,1,1,101178.85,yes,low_risk,0.4950090278426218,2540
680,Hawaii,Male,33,10,183768.47,1,1,0,164119.35,yes,low_risk,0.6313861050561059,2541
603,Hawaii,Female,48,5,0.0,1,1,0,100478.6,no,high_risk,0.0999336082847416,2542
593,Massachusetts,Male,44,5,0.0,1,1,0,128046.98,yes,low_risk,0.2589379910847984,2543
753,California,Male,35,4,0.0,2,1,1,106303.4,yes,low_risk,0.9256968008740372,2544
710,Massachusetts,Female,30,10,0.0,2,1,0,19500.1,yes,low_risk,0.9331120343567618,2545
568,California,Male,33,7,0.0,2,1,0,143450.61,yes,low_risk,0.9186114276122512,2546
537,New York,Female,47,4,124192.28,2,1,1,50881.51,yes,low_risk,0.409673043085198,2547
836,Hawaii,Nonbinary,29,9,133681.78,1,1,1,153747.73,yes,low_risk,0.7786430008026786,2548
512,California,Female,41,8,145150.28,1,1,0,64869.32,no,high_risk,0.4232272987415975,2549
794,Texas,Male,57,3,117056.46,1,1,0,93336.93,no,high_risk,0.0463732630906372,2550
676,Hawaii,Male,33,6,171490.78,1,0,0,79099.64,yes,low_risk,0.6729105065350752,2551
661,Hawaii,Male,35,9,100107.99,1,1,0,83949.68,yes,low_risk,0.6567951056691145,2552
693,California,Female,38,3,0.0,2,0,0,78133.48,no,high_risk,0.8407751233611382,2553
586,New York,Male,37,8,167735.69,2,0,1,104665.79,yes,low_risk,0.8122334579458795,2554
705,Texas,Female,40,3,92889.91,1,1,1,109496.69,yes,low_risk,0.5077066169229834,2555
738,Massachusetts,Male,35,8,127290.61,1,1,0,16081.62,yes,low_risk,0.6273626748230317,2556
746,Texas,Female,33,2,107868.14,2,1,1,146192.4,yes,low_risk,0.8284691851402977,2557
734,California,Male,34,6,133598.4,1,1,1,13107.24,yes,low_risk,0.7750153032866544,2558
543,Massachusetts,Male,37,3,0.0,2,1,1,78915.68,yes,low_risk,0.9052092924915828,2559
509,Hawaii,Male,30,6,0.0,2,1,0,180598.86,yes,low_risk,0.9287235507943596,2560
507,California,Female,35,1,0.0,2,0,0,92131.54,yes,low_risk,0.897989647691993,2561
850,Florida,Female,31,3,121237.65,1,1,1,31022.56,yes,low_risk,0.7731947047251946,2562
781,California,Female,19,3,0.0,2,1,1,124297.32,yes,low_risk,0.9229575093414556,2563
835,Florida,Male,38,7,86824.09,1,0,0,175905.97,yes,low_risk,0.6229423866240138,2564
590,California,Male,40,8,0.0,2,1,0,62933.03,yes,low_risk,0.8297051414043364,2565
747,Texas,Male,37,9,135776.36,3,1,0,85470.45,no,high_risk,0.0348081649064305,2566
578,Texas,Male,34,8,147487.23,2,1,0,66680.77,yes,low_risk,0.7649768997593129,2567
594,California,Female,31,9,0.0,1,0,1,5719.11,yes,low_risk,0.6844193917677959,2568
565,Hawaii,Male,36,6,106192.1,1,1,0,149575.59,yes,low_risk,0.6307705689843806,2569
474,Hawaii,Male,37,3,98431.37,1,0,0,75698.44,yes,low_risk,0.6321688046043835,2570
673,New York,Male,47,1,183579.54,2,0,1,34047.54,yes,low_risk,0.5047707109238592,2571
642,Hawaii,Male,30,8,117494.27,1,0,0,61977.82,yes,low_risk,0.6920762331526663,2572
703,Hawaii,Female,33,8,190566.65,1,1,1,79997.14,yes,low_risk,0.7044228219174219,2573
580,New York,Female,42,2,123331.36,1,0,0,103516.08,no,high_risk,0.1899141457806752,2574
626,California,Male,34,7,113014.7,2,1,1,56646.28,yes,low_risk,0.8472688840265971,2575
790,Florida,Male,20,8,0.0,2,1,0,168152.76,yes,low_risk,0.9304588037083108,2576
850,Hawaii,Female,35,2,128548.49,4,1,0,75478.95,no,high_risk,0.0201463394563686,2577
710,Texas,Male,37,6,135795.63,1,0,1,46523.6,yes,low_risk,0.55038051461059,2578
840,Hawaii,Female,43,7,0.0,2,1,0,90908.95,yes,low_risk,0.7017189193425009,2579
745,Florida,Female,54,8,0.0,1,1,0,173912.29,no,high_risk,0.0494836744800434,2580
565,New York,Male,31,2,89558.39,2,1,1,4441.54,yes,low_risk,0.9132790525295836,2581
768,Florida,Female,42,3,0.0,1,0,0,161242.99,no,high_risk,0.2098596801516614,2582
655,Texas,Female,30,1,83173.98,2,1,1,184259.6,yes,low_risk,0.8855543504943897,2583
599,Massachusetts,Female,37,2,0.0,2,1,1,143739.29,yes,low_risk,0.9045172729648316,2584
583,Florida,Female,22,2,0.0,2,0,1,5985.36,yes,low_risk,0.92806908307751,2585
599,Hawaii,Female,41,1,0.0,2,1,0,96069.82,yes,low_risk,0.8253342466342687,2586
455,Hawaii,Female,27,5,155879.09,2,0,0,70774.97,yes,low_risk,0.7874656701446946,2587
507,Hawaii,Female,33,1,113452.66,1,0,0,142911.99,yes,low_risk,0.6939330572277662,2588
850,Texas,Female,33,2,83415.04,1,0,1,74917.64,yes,low_risk,0.7316117398206532,2589
705,Texas,Female,56,2,143249.67,1,1,0,88428.41,no,high_risk,0.0443556829879164,2590
645,California,Male,39,8,0.0,2,0,0,96864.36,yes,low_risk,0.8484565267076077,2591
555,Hawaii,Male,31,8,145875.74,1,1,0,137491.23,yes,low_risk,0.6883660816216678,2592
685,Massachusetts,Male,40,7,74896.92,1,1,0,198694.2,yes,low_risk,0.4505711691327277,2593
712,Texas,Female,29,7,147199.07,1,1,1,84932.4,yes,low_risk,0.6796792842110946,2594
491,Hawaii,Male,33,5,83134.3,1,1,0,187946.55,yes,low_risk,0.6874513457746504,2595
776,Texas,Female,32,4,109421.13,2,1,1,126517.46,yes,low_risk,0.8165024543429038,2596
790,Hawaii,Female,26,4,141581.71,2,0,0,98309.27,yes,low_risk,0.7811924320573113,2597
850,California,Female,34,4,71379.53,2,1,1,154000.99,yes,low_risk,0.8988322404620085,2598
743,Florida,Male,25,6,0.0,2,1,0,129740.11,yes,low_risk,0.9268833668443588,2599
716,Hawaii,Female,23,2,94464.81,2,0,1,185900.88,yes,low_risk,0.8808449626933368,2600
820,Massachusetts,Male,34,10,97208.46,1,1,1,59553.34,yes,low_risk,0.7808663538405877,2601
655,Florida,Male,38,9,0.0,1,0,1,90490.33,yes,low_risk,0.660033618996793,2602
545,New York,Female,60,7,128981.07,1,0,1,176924.21,no,high_risk,0.3150471089470746,2603
678,New York,Female,43,2,153393.18,2,1,1,193828.27,yes,low_risk,0.6586985394697501,2604
569,Florida,Female,34,3,0.0,1,1,0,133997.53,yes,low_risk,0.5101503561994631,2605
639,Hawaii,Male,43,6,99610.92,2,1,0,187296.78,yes,low_risk,0.5978106519963905,2606
535,Massachusetts,Male,58,1,0.0,2,1,1,11779.98,no,high_risk,0.6916872796211311,2607
747,Hawaii,Male,43,1,130788.71,1,0,1,101495.0,no,high_risk,0.4147217268584263,2608
602,Hawaii,Male,35,8,0.0,1,1,1,22499.29,yes,low_risk,0.6613272583844837,2609
850,Massachusetts,Female,36,2,155180.56,2,0,0,169415.54,yes,low_risk,0.7014489528207452,2610
583,California,Female,29,10,0.0,2,1,1,111285.85,yes,low_risk,0.9435670842089792,2611
501,Hawaii,Female,34,5,0.0,1,1,0,27380.99,yes,low_risk,0.5304654476596453,2612
598,Massachusetts,Male,34,0,104488.17,1,0,1,43249.67,yes,low_risk,0.780389036034169,2613
637,Hawaii,Female,48,7,130806.99,2,1,1,132005.85,no,high_risk,0.4511981070418748,2614
850,California,Female,32,7,0.0,2,0,0,155227.0,yes,low_risk,0.9299935077275708,2615
657,Hawaii,Male,50,9,0.0,2,0,0,37171.46,yes,low_risk,0.6139052663835125,2616
418,California,Male,28,7,98738.92,1,1,0,122190.22,yes,low_risk,0.7019806297105039,2617
806,California,Male,31,9,0.0,2,0,1,140168.36,yes,low_risk,0.933776183360765,2618
738,Hawaii,Male,35,5,161274.05,2,1,0,181429.87,yes,low_risk,0.7498262123092785,2619
563,Massachusetts,Male,26,7,0.0,2,0,0,6139.74,yes,low_risk,0.9277744721414292,2620
546,Florida,Female,45,2,0.0,1,0,0,197789.83,no,high_risk,0.17541793977456,2621
580,Texas,Female,36,3,74974.89,1,1,1,12099.67,yes,low_risk,0.6641256812756292,2622
790,Florida,Male,37,6,0.0,2,1,1,119484.01,yes,low_risk,0.8933038481427747,2623
742,New York,Male,27,5,190125.43,2,0,0,21793.59,yes,low_risk,0.7617240908758715,2624
667,Florida,Female,34,5,0.0,2,1,0,163830.64,yes,low_risk,0.9145561391744604,2625
456,California,Female,63,1,165350.61,2,0,0,140758.07,no,high_risk,0.1128214098259729,2626
562,California,Female,27,3,0.0,2,1,0,28137.03,yes,low_risk,0.9212685370900736,2627
652,Florida,Female,33,3,124832.51,1,1,0,195877.06,yes,low_risk,0.6536582745265501,2628
786,California,Male,34,3,137361.96,1,0,0,183682.09,yes,low_risk,0.657185347482375,2629
518,California,Male,38,3,90957.81,1,0,1,162304.59,yes,low_risk,0.6511547523696625,2630
844,California,Female,28,4,0.0,2,0,1,123318.37,yes,low_risk,0.9293120119382752,2631
714,Massachusetts,Male,27,3,0.0,3,1,1,129130.09,yes,low_risk,0.6224825952555728,2632
564,Texas,Female,62,5,114931.35,3,0,1,18260.98,no,high_risk,0.0478148888225959,2633
599,California,Female,41,2,91328.71,1,1,0,115724.78,yes,low_risk,0.4465069754297533,2634
593,Hawaii,Female,32,3,0.0,2,1,1,151978.36,yes,low_risk,0.9363949113426387,2635
655,Massachusetts,Male,37,8,163708.58,2,0,0,76259.23,yes,low_risk,0.6783915339112688,2636
637,Hawaii,Female,44,2,0.0,2,1,0,149665.65,yes,low_risk,0.6915104628858606,2637
537,Hawaii,Male,37,6,0.0,1,1,1,17802.42,yes,low_risk,0.6172922808623637,2638
768,Hawaii,Male,25,0,78396.08,1,1,1,8316.19,yes,low_risk,0.8340676478344337,2639
724,Texas,Male,37,6,125489.4,1,1,0,118570.53,yes,low_risk,0.412142116435647,2640
642,California,Female,40,7,0.0,2,1,0,183963.34,yes,low_risk,0.8347832877177638,2641
585,New York,Male,50,2,125845.66,1,1,0,9439.31,no,high_risk,0.0800970096979504,2642
850,California,Male,40,6,97339.99,1,0,1,88815.25,yes,low_risk,0.6425926332574999,2643
494,California,Female,35,9,112727.06,2,1,0,183752.91,yes,low_risk,0.7613496027250686,2644
729,Florida,Female,42,7,0.0,2,1,0,58268.2,no,high_risk,0.7202652501544933,2645
638,Texas,Female,41,9,144326.09,1,1,0,73979.85,no,high_risk,0.2976091743802296,2646
608,Florida,Female,56,5,0.0,2,0,1,153810.41,yes,low_risk,0.7823535137747674,2647
724,Massachusetts,Male,39,3,0.0,2,0,1,95562.81,yes,low_risk,0.8629338560528972,2648
716,New York,Male,41,8,126145.54,2,1,1,138051.19,yes,low_risk,0.6756569745178943,2649
562,New York,Male,31,4,127237.25,2,0,1,143317.42,yes,low_risk,0.8223479343346436,2650
663,Massachusetts,Female,33,8,122528.18,1,1,0,196260.3,yes,low_risk,0.6524517128166282,2651
467,Texas,Male,51,10,114514.71,2,1,0,177784.68,no,high_risk,0.1351869181974435,2652
691,Hawaii,Male,38,7,0.0,2,0,0,81617.4,yes,low_risk,0.8560032534609833,2653
756,Texas,Nonbinary,32,0,109528.16,2,1,1,56176.31,yes,low_risk,0.7993663047498071,2654
629,Hawaii,Female,31,6,0.0,1,1,1,16447.6,no,high_risk,0.6508294691846266,2655
751,Hawaii,Male,29,3,159597.45,1,1,0,39934.41,yes,low_risk,0.6870899838619448,2656
644,Hawaii,Male,33,7,174571.36,1,0,1,43943.09,yes,low_risk,0.757963847359298,2657
785,California,Female,40,3,0.0,2,1,1,96832.82,yes,low_risk,0.8562469262548994,2658
614,California,Female,41,3,123475.04,1,1,1,179227.52,yes,low_risk,0.6052990042924352,2659
677,Hawaii,Male,30,1,78133.15,1,0,1,174225.88,yes,low_risk,0.8014878333141746,2660
547,Florida,Female,31,9,0.0,2,0,0,99294.22,yes,low_risk,0.9373164804889192,2661
678,Hawaii,Female,22,4,174852.89,1,1,1,28149.06,yes,low_risk,0.794434554671068,2662
501,Florida,Male,43,6,104533.24,1,0,0,81123.59,no,high_risk,0.2274961748798581,2663
614,California,Female,43,6,0.0,2,1,1,109041.53,yes,low_risk,0.8331777424308886,2664
553,Hawaii,Male,42,1,0.0,2,0,0,23822.04,yes,low_risk,0.732859466545429,2665
755,California,Male,36,8,0.0,2,1,0,176809.87,yes,low_risk,0.8547974851885728,2666
768,California,Male,30,6,0.0,2,1,1,199454.37,yes,low_risk,0.932388440029291,2667
506,Hawaii,Male,36,5,0.0,2,1,0,164253.35,yes,low_risk,0.8672898459213398,2668
593,New York,Female,32,9,134096.53,2,1,0,53931.05,no,high_risk,0.7432332478473832,2669
740,Massachusetts,Female,56,4,99097.33,1,1,1,85016.64,no,high_risk,0.3727532944563316,2670
816,Texas,Female,40,9,109003.26,1,1,1,79580.56,yes,low_risk,0.5165263122137221,2671
584,Hawaii,Female,66,5,0.0,1,1,0,49553.38,no,high_risk,0.0482253391363897,2672
791,California,Female,33,3,0.0,1,1,1,144413.92,no,high_risk,0.6751597907561782,2673
634,New York,Female,56,3,116251.24,1,0,1,42429.88,no,high_risk,0.2368097824427052,2674
543,Texas,Male,41,6,143350.41,1,1,1,192070.16,no,high_risk,0.440115593208032,2675
698,New York,Female,51,2,111018.98,1,1,0,86410.28,yes,low_risk,0.0664911345625708,2676
593,California,Male,32,6,99162.29,1,1,0,128384.11,yes,low_risk,0.7061584939995963,2677
664,New York,Female,36,2,127160.78,2,1,0,78140.75,yes,low_risk,0.6829487324647878,2678
585,Florida,Male,36,10,0.0,2,1,1,180318.6,yes,low_risk,0.9220409823066243,2679
589,Hawaii,Male,38,2,0.0,1,1,0,79915.28,yes,low_risk,0.4959288790334228,2680
587,Florida,Male,51,3,83739.32,1,0,1,148798.45,yes,low_risk,0.3579344350520174,2681
681,Hawaii,Male,29,8,0.0,1,1,0,66367.33,yes,low_risk,0.559002226554599,2682
769,Hawaii,Male,51,9,156773.78,2,1,0,40257.79,yes,low_risk,0.238642342909379,2683
847,Massachusetts,Female,37,9,112712.17,1,1,0,116097.26,yes,low_risk,0.6151972235151806,2684
597,California,Male,61,5,0.0,2,1,1,81299.17,yes,low_risk,0.8258120101204337,2685
693,California,Male,31,2,0.0,2,1,1,107759.31,yes,low_risk,0.9280658418383624,2686
605,Hawaii,Male,52,1,63349.75,1,1,0,108887.44,yes,low_risk,0.0619113831906192,2687
735,Hawaii,Male,43,9,127806.91,1,1,1,73069.59,yes,low_risk,0.4243736599982546,2688
510,California,Male,44,6,0.0,2,1,1,175518.31,yes,low_risk,0.8083910213351817,2689
627,New York,Female,37,7,147361.57,1,1,1,133031.96,yes,low_risk,0.521026836251358,2690
753,Texas,Female,38,9,151766.71,1,1,1,180829.99,yes,low_risk,0.6162407024684229,2691
515,California,Male,41,8,0.0,2,1,1,185054.14,yes,low_risk,0.891702201206437,2692
525,California,Female,59,6,55328.4,1,1,0,83342.73,no,high_risk,0.0528510747376581,2693
534,California,Male,52,1,0.0,3,1,1,104035.41,no,high_risk,0.0656678873457238,2694
365,New York,Male,30,0,127760.07,1,1,0,81537.85,no,high_risk,0.3928979378325584,2695
724,Texas,Nonbinary,36,6,94615.11,2,1,1,10627.21,yes,low_risk,0.853489225941739,2696
625,California,Male,31,5,0.0,2,0,1,90.07,yes,low_risk,0.9068403951615818,2697
650,California,Male,37,9,0.0,2,1,0,17974.08,yes,low_risk,0.8619703890176372,2698
689,Massachusetts,Female,40,5,154251.67,1,0,1,118319.5,yes,low_risk,0.6335407669045354,2699
589,Hawaii,Female,37,6,138497.84,1,0,1,18988.58,yes,low_risk,0.7026858433754225,2700
650,Texas,Female,46,9,149003.76,2,1,0,176902.83,yes,low_risk,0.4250998458894064,2701
